id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01J0GCGCKBEA1S3GMZBTTD8XJM,01J0GCAMGH3GEWSNDT77C14KHD,2024-06-16T11:21:49.420005311Z,3000,2024-06-16T11:21:49.420005311Z,true,2024-06-16T11:23:40.372374978Z,01J0GCAMH923Z3R2D5GF01J956,2024-06-16T11:21:49.420005311Z,37,2024-06-16T11:21:49.420005311Z,true,2024-06-16T11:23:38.691563572Z,swipeProfile_38,2024-06-16T11:21:49.420005311Z,01J0GCGCCKGDQGDQ899CDCQVV5,2024-06-16T11:21:49.420005311Z,true,2024-06-16T11:23:38.679191945Z,true,2024-06-16T11:23:38.70944919Z,01J0GCGCHQB01AZ4Q2E2M68V0T,2024-06-16T11:21:49.420005311Z
01J0GCB9PS2BKKW3AHYY6FAYAF,01J0GCAMGH3GEWSNDT77C14KHD,2024-06-16T11:19:02.617051594Z,3000,2024-06-16T11:19:02.617051594Z,true,2024-06-16T11:19:05.430578659Z,01J0GCAMHAA9DF5J62DBYAEYSJ,2024-06-16T11:19:02.617051594Z,0,2024-06-16T11:19:02.617051594Z,true,2024-06-16T11:19:04.339322366Z,explanation,2024-06-16T11:19:02.617051594Z,01J0GCB9NTCXCKMKM2S5GNR7YM,2024-06-16T11:19:02.617051594Z,true,2024-06-16T11:19:04.297400865Z,true,2024-06-16T11:19:04.347041428Z,01J0GCB9P67KR77QRH12CCX3EB,2024-06-16T11:19:02.617051594Z
01J0GCB9XFYPQD92CNW0CP9FAV,01J0GCAMGH3GEWSNDT77C14KHD,2024-06-16T11:19:02.831147773Z,3000,2024-06-16T11:19:02.831147773Z,true,2024-06-16T11:19:22.768984938Z,01J0GCAMHAA9DF5J62DBYAEYSJ,2024-06-16T11:19:02.831147773Z,0,2024-06-16T11:19:02.831147773Z,true,2024-06-16T11:19:21.033642258Z,swipeProfile_1,2024-06-16T11:19:02.831147773Z,01J0GCB9NVYAFJVZWS3E4PZYNT,2024-06-16T11:19:02.831147773Z,true,2024-06-16T11:19:21.02326154Z,true,2024-06-16T11:19:21.055514653Z,01J0GCB9Q33GVZ69CBAYN90RXY,2024-06-16T11:19:02.831147773Z
01J0GCB9Y4ZS72Q27NW5PCKQZC,01J0GCAMGH3GEWSNDT77C14KHD,2024-06-16T11:19:02.852380836Z,3000,2024-06-16T11:19:02.852380836Z,true,2024-06-16T11:20:55.630343932Z,01J0GCAMHAA9DF5J62DBYAEYSJ,2024-06-16T11:19:02.852380836Z,39,2024-06-16T11:19:02.852380836Z,true,2024-06-16T11:20:51.087110688Z,swipeProfile_40,2024-06-16T11:19:02.852380836Z,01J0GCB9NVYAFJVZWS3E4PZYNT,2024-06-16T11:19:02.852380836Z,true,2024-06-16T11:20:51.073177549Z,true,2024-06-16T11:20:51.111621214Z,01J0GCB9VWNSCB2SH4K8T8V588,2024-06-16T11:19:02.852380836Z
01J0GCB9XRKE0SX3G93HCK9FQ6,01J0GCAMGH3GEWSNDT77C14KHD,2024-06-16T11:19:02.840507718Z,3000,2024-06-16T11:19:02.840507718Z,true,2024-06-16T11:20:26.256316558Z,01J0GCAMHAA9DF5J62DBYAEYSJ,2024-06-16T11:19:02.840507718Z,28,2024-06-16T11:19:02.840507718Z,true,2024-06-16T11:20:24.770757392Z,swipeProfile_29,2024-06-16T11:19:02.840507718Z,01J0GCB9NVYAFJVZWS3E4PZYNT,2024-06-16T11:19:02.840507718Z,true,2024-06-16T11:20:24.749351375Z,true,2024-06-16T11:20:24.790115391Z,01J0GCB9TG43APSDE26134NX5N,2024-06-16T11:19:02.840507718Z
01J0GCGCK3RD1MEY5PTMCX85G2,01J0GCAMGH3GEWSNDT77C14KHD,2024-06-16T11:21:49.411065262Z,3000,2024-06-16T11:21:49.411065262Z,true,2024-06-16T11:22:18.631828686Z,01J0GCAMH923Z3R2D5GF01J956,2024-06-16T11:21:49.411065262Z,3,2024-06-16T11:21:49.411065262Z,true,2024-06-16T11:22:16.692624987Z,swipeProfile_4,2024-06-16T11:21:49.411065262Z,01J0GCGCCKGDQGDQ899CDCQVV5,2024-06-16T11:21:49.411065262Z,true,2024-06-16T11:22:16.680298387Z,true,2024-06-16T11:22:16.710950812Z,01J0GCGCE3EXZTVD48W3ZB47WB,2024-06-16T11:21:49.411065262Z
01J0GCB9XQKA29Y9M780MW5B8S,01J0GCAMGH3GEWSNDT77C14KHD,2024-06-16T11:19:02.839747867Z,3000,2024-06-16T11:19:02.839747867Z,true,2024-06-16T11:20:13.210631083Z,01J0GCAMHAA9DF5J62DBYAEYSJ,2024-06-16T11:19:02.839747867Z,23,2024-06-16T11:19:02.839747867Z,true,2024-06-16T11:20:11.625420833Z,swipeProfile_24,2024-06-16T11:19:02.839747867Z,01J0GCB9NVYAFJVZWS3E4PZYNT,2024-06-16T11:19:02.839747867Z,true,2024-06-16T11:20:11.609796563Z,true,2024-06-16T11:20:11.64809563Z,01J0GCB9SYERZ2HBYJW8S6H1XX,2024-06-16T11:19:02.839747867Z
01J0GCGCK3RD1MEY5PV81GVVQD,01J0GCAMGH3GEWSNDT77C14KHD,2024-06-16T11:21:49.411295045Z,3000,2024-06-16T11:21:49.411295045Z,true,2024-06-16T11:22:25.94008393Z,01J0GCAMH923Z3R2D5GF01J956,2024-06-16T11:21:49.411295045Z,4,2024-06-16T11:21:49.411295045Z,true,2024-06-16T11:22:18.657421283Z,swipeProfile_5,2024-06-16T11:21:49.411295045Z,01J0GCGCCKGDQGDQ899CDCQVV5,2024-06-16T11:21:49.411295045Z,true,2024-06-16T11:22:18.646291454Z,true,2024-06-16T11:22:18.679110445Z,01J0GCGCE6H7VCR393MPC05SK0,2024-06-16T11:21:49.411295045Z
01J0GCB9XMDNFKQZJTMNFFBV7Q,01J0GCAMGH3GEWSNDT77C14KHD,2024-06-16T11:19:02.836991598Z,3000,2024-06-16T11:19:02.836991598Z,true,2024-06-16T11:19:38.389671602Z,01J0GCAMHAA9DF5J62DBYAEYSJ,2024-06-16T11:19:02.836991598Z,6,2024-06-16T11:19:02.836991598Z,true,2024-06-16T11:19:36.690142273Z,swipeProfile_7,2024-06-16T11:19:02.836991598Z,01J0GCB9NVYAFJVZWS3E4PZYNT,2024-06-16T11:19:02.836991598Z,true,2024-06-16T11:19:36.679807533Z,true,2024-06-16T11:19:36.71269767Z,01J0GCB9QV0HMY0P91J4DGK0X4,2024-06-16T11:19:02.836991598Z
01J0GCGCK9FX50GC6X8QMW20VE,01J0GCAMGH3GEWSNDT77C14KHD,2024-06-16T11:21:49.417358542Z,3000,2024-06-16T11:21:49.417358542Z,true,2024-06-16T11:23:21.738634182Z,01J0GCAMH923Z3R2D5GF01J956,2024-06-16T11:21:49.417358542Z,29,2024-06-16T11:21:49.417358542Z,true,2024-06-16T11:23:17.038436444Z,swipeProfile_30,2024-06-16T11:21:49.417358542Z,01J0GCGCCKGDQGDQ899CDCQVV5,2024-06-16T11:21:49.417358542Z,true,2024-06-16T11:23:17.027725459Z,true,2024-06-16T11:23:17.061398663Z,01J0GCGCGXKWB09XHJSNRMQ5WG,2024-06-16T11:21:49.417358542Z
