id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,roundIndex,roundIndexLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01J0GCAMH923Z3R2D5GF01J956,1,2024-06-16T11:21:49.167593362Z,01J0GCAMGH3GEWSNDT77C14KHD,2024-06-16T11:18:40.937892636Z,true,2024-06-16T11:24:45.913157407Z,end of game,2024-06-16T11:24:45.924014291Z,01J0GCAMK0FDF3RJ4XAP3HXCYS,2024-06-16T11:18:40.995465731Z,01J0GCGCBN3JY2BZH4A9DQ70CA,2024-06-16T11:21:49.179857542Z,2,2024-06-16T11:21:49.214128093Z,null,2024-06-16T11:24:45.913157407Z,true,2024-06-16T11:21:49.167593362Z,true,2024-06-16T11:21:49.167593362Z,ended,2024-06-16T11:24:45.924014291Z,"{""numSwipes"":50,""playerCount"":1}",2024-06-16T11:18:40.937892636Z,Solo,2024-06-16T11:18:40.937892636Z
01J0GCAMHAA9DF5J62DBYAEYSJ,1,2024-06-16T11:19:02.539682268Z,01J0GCAMGH3GEWSNDT77C14KHD,2024-06-16T11:18:40.938295721Z,true,2024-06-16T11:21:33.653251289Z,end of game,2024-06-16T11:21:33.672231221Z,01J0GCAMJ969SHYS664BBAGK8Z,2024-06-16T11:18:40.972797778Z,01J0GCB9MM01CR075WWYRETHER,2024-06-16T11:19:02.558859029Z,2,2024-06-16T11:19:02.589360083Z,null,2024-06-16T11:21:33.653251289Z,true,2024-06-16T11:19:02.539682268Z,true,2024-06-16T11:19:02.539682268Z,ended,2024-06-16T11:21:33.672231221Z,"{""numSwipes"":50,""playerCount"":1}",2024-06-16T11:18:40.938295721Z,Solo,2024-06-16T11:18:40.938295721Z
