id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,status,statusLastChangedAt,timerID,timerIDLastChangedAt
01HZHDJEFKEB6P0RFWJ6T971X2,01HZHDH5HC2Y07710VWBHB3GPD,2024-06-04T11:43:58.067029+01:00,3000,2024-06-04T11:43:58.067029+01:00,true,2024-06-04T11:52:40.863016+01:00,,,01HZHDH5HQ5NPNCVSGWRZ5TM5T,2024-06-04T11:43:58.067029+01:00,0,2024-06-04T11:43:58.067029+01:00,true,2024-06-04T11:52:27.282537+01:00,swipeProfile,2024-06-04T11:43:58.067029+01:00,01HZHDJE3EHYKXWAKWVMEJTZJ7,2024-06-04T11:43:58.067029+01:00,true,2024-06-04T11:52:27.276378+01:00,true,2024-06-04T11:52:27.288627+01:00,,,01HZHDJEFH1DJSD8T8CV2N4ZFE,2024-06-04T11:43:58.067029+01:00
01HZSCT57TCNB4VTHAG3NYRN24,01HZSCSZ1N9Y1SSTM9A1T1218D,2024-06-07T14:04:37.626564+01:00,3000,2024-06-07T14:04:37.626564+01:00,false,2024-06-07T14:04:37.626564+01:00,,,01HZSCSZ22KKHX4E09XHK620VB,2024-06-07T14:04:37.626564+01:00,0,2024-06-07T14:04:37.626564+01:00,,,swipeProfile,2024-06-07T14:04:37.626564+01:00,01HZSCT53BGT86JDE8RPV99SS3,2024-06-07T14:04:37.626564+01:00,false,2024-06-07T14:04:37.626564+01:00,,,,,01HZSCT57S9JVS944Q0JYKHMGA,2024-06-07T14:04:37.626564+01:00
01HZSDZZJV65XVQM6P6297Q4KM,01HZSDZN03KYPJJR9JJVJ13D2Q,2024-06-07T14:25:17.019353+01:00,3000,2024-06-07T14:25:17.019353+01:00,false,2024-06-07T14:25:17.019353+01:00,,,01HZSDZN0GYX9RKNV9Z23N1GZV,2024-06-07T14:25:17.019353+01:00,0,2024-06-07T14:25:17.019353+01:00,,,swipeProfile,2024-06-07T14:25:17.019353+01:00,01HZSDZZDSRC59VK9KET58SZHJ,2024-06-07T14:25:17.019353+01:00,false,2024-06-07T14:25:17.019353+01:00,,,,,01HZSDZZJSHCBF9GXCMN0PHZRC,2024-06-07T14:25:17.019353+01:00
01HZSH65ZPD0FH0JB4WWVVT60A,01HZSH5TN747MRNQBYWKCAMNQH,2024-06-07T15:21:05.910245+01:00,3000,2024-06-07T15:21:05.910245+01:00,true,2024-06-07T15:31:28.253546+01:00,,,01HZSH5TPHX4XFJHM59FC8JH7H,2024-06-07T15:21:05.910245+01:00,0,2024-06-07T15:21:05.910245+01:00,true,2024-06-07T15:31:18.194855+01:00,swipeProfile,2024-06-07T15:21:05.910245+01:00,01HZSH65DK6G3DVA7N30FBPQK6,2024-06-07T15:21:05.910245+01:00,true,2024-06-07T15:31:18.176859+01:00,true,2024-06-07T15:31:18.209866+01:00,,,01HZSH65ZMZ5T5VSBDCN594PWH,2024-06-07T15:21:05.910245+01:00
01HZHCNF37AGKCBWG685NVZS9C,01HZHCJCJ6FEFEZ7D15KFFM0EP,2024-06-04T11:28:08.423125+01:00,3000,2024-06-04T11:28:08.423125+01:00,false,2024-06-04T11:28:08.423125+01:00,,,01HZHCJCJVC2B3XPR9E4DREYWS,2024-06-04T11:28:08.423125+01:00,0,2024-06-04T11:28:08.423125+01:00,,,swipeProfile,2024-06-04T11:28:08.423125+01:00,01HZHCNEV4GJBSW59M46YJ51D6,2024-06-04T11:28:08.423125+01:00,false,2024-06-04T11:28:08.423125+01:00,,,,,01HZHCNF35NGBJK7DH8S6F40BD,2024-06-04T11:28:08.423125+01:00
01HZSEVYWTJBMRPC5C9CXV9KGS,01HZSEVNF9BB7BB6AT3R7V1RPB,2024-06-07T14:40:33.818665+01:00,3000,2024-06-07T14:40:33.818665+01:00,true,2024-06-07T14:41:52.233566+01:00,,,01HZSEVNFPZ7DNF34SY5G0EKE6,2024-06-07T14:40:33.818665+01:00,0,2024-06-07T14:40:33.818665+01:00,true,2024-06-07T14:41:50.676858+01:00,swipeProfile,2024-06-07T14:40:33.818665+01:00,01HZSEVYP8YSJ8K3MASXBP87QQ,2024-06-07T14:40:33.818665+01:00,true,2024-06-07T14:41:50.669011+01:00,true,2024-06-07T14:41:50.684922+01:00,,,01HZSEVYWS6DRWK1SD9M9685GJ,2024-06-07T14:40:33.818665+01:00
01HZYSXYM19H8FYSDSF07E8YAF,01HZYSXPSZ5A7F9H696B6J3PE0,2024-06-09T16:30:05.569361+01:00,3000,2024-06-09T16:30:05.569361+01:00,true,2024-06-09T16:31:54.134048+01:00,,,01HZYSXPTR5VQZ8NCNJ1VASSZY,2024-06-09T16:30:05.569361+01:00,0,2024-06-09T16:30:05.569361+01:00,true,2024-06-09T16:31:52.4654+01:00,swipeProfile,2024-06-09T16:30:05.569361+01:00,01HZYSXY2A2HVJTK0N3C3F4EFH,2024-06-09T16:30:05.569361+01:00,true,2024-06-09T16:31:52.450559+01:00,true,2024-06-09T16:31:52.479472+01:00,,,01HZYSXYKZPX1N3W0N6J5A8AFS,2024-06-09T16:30:05.569361+01:00
01HZYT64HP4KZHMMCVA6T023P7,01HZYT5W3A314BVC54WW1DC6N1,2024-06-09T16:34:33.782078+01:00,3000,2024-06-09T16:34:33.782078+01:00,true,2024-06-09T16:34:56.824443+01:00,,,01HZYT5W423K84NZ2FPVZZ9AQ5,2024-06-09T16:34:33.782078+01:00,2,2024-06-09T16:34:33.782078+01:00,true,2024-06-09T16:34:46.470189+01:00,chooseCharacter,2024-06-09T16:34:33.782078+01:00,01HZYT64BR037J5RAN59TYCCT0,2024-06-09T16:34:33.782078+01:00,true,2024-06-09T16:34:46.44717+01:00,true,2024-06-09T16:34:46.492349+01:00,,,01HZYT64HDT2CNJ8WZ8YG424QC,2024-06-09T16:34:33.782078+01:00
01HZSEVYYPPKV8W2F4W0YME1JF,01HZSEVNF9BB7BB6AT3R7V1RPB,2024-06-07T14:40:33.878574+01:00,3000,2024-06-07T14:40:33.878574+01:00,false,2024-06-07T14:40:33.878574+01:00,,,01HZSEVNFPZ7DNF34SY5G0EKE6,2024-06-07T14:40:33.878574+01:00,0,2024-06-07T14:40:33.878574+01:00,,,swipeProfile,2024-06-07T14:40:33.878574+01:00,01HZSEVYPKVCEGQP9474PKPJ22,2024-06-07T14:40:33.878574+01:00,false,2024-06-07T14:40:33.878574+01:00,,,,,01HZSEVYYN42S8GG29G2Y1VNHE,2024-06-07T14:40:33.878574+01:00
01HZSFMJQ022YCBWSZV55TNCSE,01HZSFMAQQQHRT6XBHJV48DSKG,2024-06-07T14:54:00.544842+01:00,3000,2024-06-07T14:54:00.544842+01:00,false,2024-06-07T14:54:00.544842+01:00,,,01HZSFMAR8H3RXQCYKK5562K1S,2024-06-07T14:54:00.544842+01:00,0,2024-06-07T14:54:00.544842+01:00,,,swipeProfile,2024-06-07T14:54:00.544842+01:00,01HZSFMJBK1NPS683MH1B3KKN2,2024-06-07T14:54:00.544842+01:00,false,2024-06-07T14:54:00.544842+01:00,,,,,01HZSFMJPZETCVS3TP1DP5GB28,2024-06-07T14:54:00.544842+01:00
01HZYFEWPCXT51A7RZY9AKNZEY,01HZYFDTT3D83F64EZV1WVJXF0,2024-06-09T13:27:06.316832+01:00,3000,2024-06-09T13:27:06.316832+01:00,true,2024-06-09T13:27:35.434988+01:00,,,01HZYFDTTNMSZSFAQBZWDH130V,2024-06-09T13:27:06.316832+01:00,0,2024-06-09T13:27:06.316832+01:00,true,2024-06-09T13:27:29.429265+01:00,swipeProfile,2024-06-09T13:27:06.316832+01:00,01HZYFEWJTJSFTDM0WTN7VRV9M,2024-06-09T13:27:06.316832+01:00,true,2024-06-09T13:27:29.417368+01:00,true,2024-06-09T13:27:29.43847+01:00,,,01HZYFEWPBKCP3ND682G9NH0PW,2024-06-09T13:27:06.316832+01:00
01HZYSF0YT01N0601WB75HZY44,01HZYSEPKPD3GHHF7052QZ66K2,2024-06-09T16:21:56.442903+01:00,3000,2024-06-09T16:21:56.442903+01:00,true,2024-06-09T16:28:56.735985+01:00,,,01HZYSEPM7WXD6S54YQBH7E31G,2024-06-09T16:21:56.442903+01:00,0,2024-06-09T16:21:56.442903+01:00,true,2024-06-09T16:28:55.183319+01:00,swipeProfile,2024-06-09T16:21:56.442903+01:00,01HZYSF0J4X9N9JBFX0Q6BVXMD,2024-06-09T16:21:56.442903+01:00,true,2024-06-09T16:28:55.169824+01:00,true,2024-06-09T16:28:55.197694+01:00,,,01HZYSF0YS3Y2BP6NHA3THMQJM,2024-06-09T16:21:56.442903+01:00
01HZH1NMC7MG6HD2GCM7JM947W,01HZH1KRR0J1XS5AZ53TMM3VEA,2024-06-04T08:15:59.495271+01:00,3000,2024-06-04T08:15:59.495271+01:00,true,2024-06-04T08:16:24.166049+01:00,,,01HZH1KRRJREHB0RVRS5TRPKQN,2024-06-04T08:15:59.495271+01:00,1,2024-06-04T08:15:59.495271+01:00,true,2024-06-04T08:16:01.861237+01:00,pickCharacterTraits,2024-06-04T08:15:59.495271+01:00,01HZH1NMA7X5YMB5HCXNG4G6FK,2024-06-04T08:15:59.495271+01:00,true,2024-06-04T08:16:01.855715+01:00,true,2024-06-04T08:16:01.865874+01:00,,,01HZH1NMC1FHFNCGYBP1G4X4C3,2024-06-04T08:15:59.495271+01:00
01HZKWXE5HGZY7PQAW1RYY9NY7,01HZKWX72H0EBBF5KPKPEE8638,2024-06-05T10:50:35.697279+01:00,3000,2024-06-05T10:50:35.697279+01:00,false,2024-06-05T10:50:35.697279+01:00,,,01HZKWX72Y12EXS3KRPV2MP4TQ,2024-06-05T10:50:35.697279+01:00,0,2024-06-05T10:50:35.697279+01:00,,,swipeProfile,2024-06-05T10:50:35.697279+01:00,01HZKWXE0PRKRVJG6WRZP16QZD,2024-06-05T10:50:35.697279+01:00,false,2024-06-05T10:50:35.697279+01:00,,,,,01HZKWXE5GGHFRSZ6Z9DM9G1BW,2024-06-05T10:50:35.697279+01:00
01HZKWXE7QKRVMRKCB9T644QZ2,01HZKWX72H0EBBF5KPKPEE8638,2024-06-05T10:50:35.767698+01:00,3000,2024-06-05T10:50:35.767698+01:00,false,2024-06-05T10:50:35.767698+01:00,,,01HZKWX72Y12EXS3KRPV2MP4TQ,2024-06-05T10:50:35.767698+01:00,0,2024-06-05T10:50:35.767698+01:00,,,swipeProfile,2024-06-05T10:50:35.767698+01:00,01HZKWXE0XK8FSB78PGPMCESSR,2024-06-05T10:50:35.767698+01:00,false,2024-06-05T10:50:35.767698+01:00,,,,,01HZKWXE7PF6MSH13RG3WFPQ58,2024-06-05T10:50:35.767698+01:00
01HZMQQYRM54HC1NMJWB426AXD,01HZMQQ6FSDQCJC3B3BNPPRAGQ,2024-06-05T18:39:27.636265+01:00,3000,2024-06-05T18:39:27.636265+01:00,true,2024-06-05T19:24:40.270974+01:00,,,01HZMQQ6G8AM0M24Z3GMZTW51T,2024-06-05T18:39:27.636265+01:00,0,2024-06-05T18:39:27.636265+01:00,true,2024-06-05T19:24:37.721717+01:00,swipeProfile,2024-06-05T18:39:27.636265+01:00,01HZMQQYFWPZ3YC2ARN1JG5G84,2024-06-05T18:39:27.636265+01:00,true,2024-06-05T19:24:37.716792+01:00,true,2024-06-05T19:24:37.726228+01:00,,,01HZMQQYRJCCKGXYE15SHNNHEV,2024-06-05T18:39:27.636265+01:00
01HZSB9PKXFQNFX3Q81NRWQPRB,01HZSB9EFW02P0NZ930JR32NEN,2024-06-07T13:38:09.789648+01:00,3000,2024-06-07T13:38:09.789648+01:00,false,2024-06-07T13:38:09.789648+01:00,,,01HZSB9EGFEXV1AQ974G5TP5A6,2024-06-07T13:38:09.789648+01:00,0,2024-06-07T13:38:09.789648+01:00,,,swipeProfile,2024-06-07T13:38:09.789648+01:00,01HZSB9PFVFDAXZY41MK46VZ5V,2024-06-07T13:38:09.789648+01:00,false,2024-06-07T13:38:09.789648+01:00,,,,,01HZSB9PKWN6P348GXH8DXX9MK,2024-06-07T13:38:09.789648+01:00
01HZSFMJCKYM90BVTZY9YQPB7W,01HZSFMAQQQHRT6XBHJV48DSKG,2024-06-07T14:54:00.211517+01:00,3000,2024-06-07T14:54:00.211517+01:00,true,2024-06-07T14:54:26.624791+01:00,,,01HZSFMAR8H3RXQCYKK5562K1S,2024-06-07T14:54:00.211517+01:00,0,2024-06-07T14:54:00.211517+01:00,true,2024-06-07T14:54:20.468317+01:00,swipeProfile,2024-06-07T14:54:00.211517+01:00,01HZSFMJ9FMHP414GAZDKTP2RH,2024-06-07T14:54:00.211517+01:00,true,2024-06-07T14:54:20.458099+01:00,true,2024-06-07T14:54:20.479219+01:00,,,01HZSFMJCJVY3HX5HCZJYW95PX,2024-06-07T14:54:00.211517+01:00
01HZSMQDQF8TZ7DM19RHVMYH82,01HZSMQ42BM6GQDX10VVJH7SYR,2024-06-07T16:22:56.623688+01:00,3000,2024-06-07T16:22:56.623688+01:00,true,2024-06-07T16:23:11.151841+01:00,,,01HZSMQ43HJZ142P88TJQ91K1P,2024-06-07T16:22:56.623688+01:00,1,2024-06-07T16:22:56.623688+01:00,true,2024-06-07T16:23:04.460598+01:00,pickCharacterTraits,2024-06-07T16:22:56.623688+01:00,01HZSMQDDAAVZSE1CBK9XM72AQ,2024-06-07T16:22:56.623688+01:00,true,2024-06-07T16:23:04.43414+01:00,true,2024-06-07T16:23:04.481579+01:00,,,01HZSMQDQ4NV6EYJSKTAM22CHM,2024-06-07T16:22:56.623688+01:00
01HZSJ1ZYGRMDYHRF0520AR26Z,01HZSJ1KX9KV3BX2EY6VQEAB6J,2024-06-07T15:36:17.232247+01:00,3000,2024-06-07T15:36:17.232247+01:00,true,2024-06-07T15:49:16.533663+01:00,,,01HZSJ1KY2QFPSG8X4JF0RDPFR,2024-06-07T15:36:17.232247+01:00,0,2024-06-07T15:36:17.232247+01:00,true,2024-06-07T15:49:15.012142+01:00,swipeProfile,2024-06-07T15:36:17.232247+01:00,01HZSJ1Z7M799SK4PZQCZCQM21,2024-06-07T15:36:17.232247+01:00,true,2024-06-07T15:49:14.993386+01:00,true,2024-06-07T15:49:15.027957+01:00,,,01HZSJ1ZYDQY8H4329EDMS2Z6H,2024-06-07T15:36:17.232247+01:00
01J01EHYEHA3X5BMJBDHYFN746,01J01EHP1TE6CP5ZNNAD6C8FWM,2024-06-10T17:09:01.137505+01:00,3000,2024-06-10T17:09:01.137505+01:00,false,2024-06-10T17:09:01.137505+01:00,,,01J01EHP2EYBEMPXJG31YPDQK4,2024-06-10T17:09:01.137505+01:00,0,2024-06-10T17:09:01.137505+01:00,,,swipeProfile,2024-06-10T17:09:01.137505+01:00,01J01EHY5S70XN93263TFH7JGN,2024-06-10T17:09:01.137505+01:00,false,2024-06-10T17:09:01.137505+01:00,,,,,01J01EHYEG6RE3ZAJSBAJABGXZ,2024-06-10T17:09:01.137505+01:00
01HZHDJE7GZ9Q26BFVB19XYH3P,01HZHDH5HC2Y07710VWBHB3GPD,2024-06-04T11:43:57.808431+01:00,3000,2024-06-04T11:43:57.808431+01:00,true,2024-06-04T11:47:28.195407+01:00,,,01HZHDH5HQ5NPNCVSGWRZ5TM5T,2024-06-04T11:43:57.808431+01:00,0,2024-06-04T11:43:57.808431+01:00,true,2024-06-04T11:47:18.229295+01:00,swipeProfile,2024-06-04T11:43:57.808431+01:00,01HZHDJE2MZVPB8KH8XA54AAMY,2024-06-04T11:43:57.808431+01:00,true,2024-06-04T11:47:18.221833+01:00,true,2024-06-04T11:47:18.23734+01:00,,,01HZHDJE7EDTVXV41MN2Q9P4F8,2024-06-04T11:43:57.808431+01:00
01HZSB9PSZRTXDPTAVPBPGH6RM,01HZSB9EFW02P0NZ930JR32NEN,2024-06-07T13:38:09.983934+01:00,3000,2024-06-07T13:38:09.983934+01:00,false,2024-06-07T13:38:09.983934+01:00,,,01HZSB9EGFEXV1AQ974G5TP5A6,2024-06-07T13:38:09.983934+01:00,0,2024-06-07T13:38:09.983934+01:00,,,swipeProfile,2024-06-07T13:38:09.983934+01:00,01HZSB9PGBJGN2KBJXM77CSR7P,2024-06-07T13:38:09.983934+01:00,false,2024-06-07T13:38:09.983934+01:00,,,,,01HZSB9PSYDG4APK0RRHDZMEW0,2024-06-07T13:38:09.983934+01:00
01HZSFXJE847YH8H1NCQ33VG3F,01HZSFX98P79BHJFX9NNV6H575,2024-06-07T14:58:55.176641+01:00,3000,2024-06-07T14:58:55.176641+01:00,false,2024-06-07T14:58:55.176641+01:00,,,01HZSFX9981ZDSPX9T9XWA51S5,2024-06-07T14:58:55.176641+01:00,0,2024-06-07T14:58:55.176641+01:00,,,swipeProfile,2024-06-07T14:58:55.176641+01:00,01HZSFXJ4AN7MEJ5YBWV89GDRP,2024-06-07T14:58:55.176641+01:00,false,2024-06-07T14:58:55.176641+01:00,,,,,01HZSFXJE7H56GRGCET25G9ETZ,2024-06-07T14:58:55.176641+01:00
01HZSGTGG3NKQYF7TQ83J59MFX,01HZSGT7QNTFC0VX4G50G6AAAC,2024-06-07T15:14:43.459614+01:00,3000,2024-06-07T15:14:43.459614+01:00,true,2024-06-07T15:16:36.9631+01:00,,,01HZSGT7RC0HKT1MN5HQC4EGMK,2024-06-07T15:14:43.459614+01:00,0,2024-06-07T15:14:43.459614+01:00,true,2024-06-07T15:16:35.286813+01:00,swipeProfile,2024-06-07T15:14:43.459614+01:00,01HZSGTG143ZVSXBTNJ5GTX2M6,2024-06-07T15:14:43.459614+01:00,true,2024-06-07T15:16:35.272232+01:00,true,2024-06-07T15:16:35.300135+01:00,,,01HZSGTGG2YAKKW9Y02Q212GZE,2024-06-07T15:14:43.459614+01:00
01J01EHYE9GCJ64NNQAP6047D8,01J01EHP1TE6CP5ZNNAD6C8FWM,2024-06-10T17:09:01.129699+01:00,3000,2024-06-10T17:09:01.129699+01:00,false,2024-06-10T17:09:01.129699+01:00,,,01J01EHP2EYBEMPXJG31YPDQK4,2024-06-10T17:09:01.129699+01:00,0,2024-06-10T17:09:01.129699+01:00,,,swipeProfile,2024-06-10T17:09:01.129699+01:00,01J01EHY5R9W1QE8NYTAM32HAG,2024-06-10T17:09:01.129699+01:00,false,2024-06-10T17:09:01.129699+01:00,,,,,01J01EHYE862J4NJ84A39P35BZ,2024-06-10T17:09:01.129699+01:00
01HZHD2T5NE5N77P25HWZEBKET,01HZHCJTZ02E2HB1TF67XQZQEB,2024-06-04T11:35:25.749946+01:00,3000,2024-06-04T11:35:25.749946+01:00,false,2024-06-04T11:35:25.749946+01:00,,,01HZHCJTZAKYGS2K0FNHA9EKRR,2024-06-04T11:35:25.749946+01:00,0,2024-06-04T11:35:25.749946+01:00,,,swipeProfile,2024-06-04T11:35:25.749946+01:00,01HZHD2T246RQM8VRRS0HKSFJ4,2024-06-04T11:35:25.749946+01:00,false,2024-06-04T11:35:25.749946+01:00,,,,,01HZHD2T5M4JG2E8V85F8PMYMJ,2024-06-04T11:35:25.749946+01:00
01HZKWXE38MKH6HGZ364EQVK1X,01HZKWX72H0EBBF5KPKPEE8638,2024-06-05T10:50:35.624356+01:00,3000,2024-06-05T10:50:35.624356+01:00,false,2024-06-05T10:50:35.624356+01:00,,,01HZKWX72Y12EXS3KRPV2MP4TQ,2024-06-05T10:50:35.624356+01:00,0,2024-06-05T10:50:35.624356+01:00,,,swipeProfile,2024-06-05T10:50:35.624356+01:00,01HZKWXE0GKS16Q5SEHP92R6RF,2024-06-05T10:50:35.624356+01:00,false,2024-06-05T10:50:35.624356+01:00,,,,,01HZKWXE37C0ARN739S0KJPNHN,2024-06-05T10:50:35.624356+01:00
