id,activeOnDatingApps,activeOnDatingAppsLastChangedAt,additionalComments,additionalCommentsLastChangedAt,appsUsed,appsUsedLastChangedAt,attribute-Age,attribute-AgeLastChangedAt,attribute-Appearance,attribute-AppearanceLastChangedAt,attribute-Beard,attribute-BeardLastChangedAt,attribute-Clothes,attribute-ClothesLastChangedAt,attribute-Facial Expression,attribute-Facial ExpressionLastChangedAt,attribute-Glasses,attribute-GlassesLastChangedAt,attribute-Hair,attribute-HairLastChangedAt,attribute-Hobbies,attribute-HobbiesLastChangedAt,attribute-Job,attribute-JobLastChangedAt,attribute-Pose,attribute-PoseLastChangedAt,batchID,batchIDLastChangedAt,chosenCharacterBeard,chosenCharacterBeardLastChangedAt,chosenCharacterGlasses,chosenCharacterGlassesLastChangedAt,chosenCharacterHair,chosenCharacterHairLastChangedAt,chosenCharacterHobby,chosenCharacterHobbyLastChangedAt,chosenCharacterInfluenceAge,chosenCharacterInfluenceAgeLastChangedAt,chosenCharacterInfluenceAppearance,chosenCharacterInfluenceAppearanceLastChangedAt,chosenCharacterInfluenceBeard,chosenCharacterInfluenceBeardLastChangedAt,chosenCharacterInfluenceClothes,chosenCharacterInfluenceClothesLastChangedAt,chosenCharacterInfluenceFacialExpression,chosenCharacterInfluenceFacialExpressionLastChangedAt,chosenCharacterInfluenceGlasses,chosenCharacterInfluenceGlassesLastChangedAt,chosenCharacterInfluenceHair,chosenCharacterInfluenceHairLastChangedAt,chosenCharacterInfluenceHobbies,chosenCharacterInfluenceHobbiesLastChangedAt,chosenCharacterInfluenceJob,chosenCharacterInfluenceJobLastChangedAt,chosenCharacterInfluencePose,chosenCharacterInfluencePoseLastChangedAt,chosenCharacterSimilar_age,chosenCharacterSimilar_ageLastChangedAt,chosenCharacterSimilar_appearance,chosenCharacterSimilar_appearanceLastChangedAt,chosenCharacterSimilar_beard,chosenCharacterSimilar_beardLastChangedAt,chosenCharacterSimilar_clothes,chosenCharacterSimilar_clothesLastChangedAt,chosenCharacterSimilar_glasses,chosenCharacterSimilar_glassesLastChangedAt,chosenCharacterSimilar_hair,chosenCharacterSimilar_hairLastChangedAt,chosenCharacterSimilar_hobbies,chosenCharacterSimilar_hobbiesLastChangedAt,chosenCharacterSimilar_job,chosenCharacterSimilar_jobLastChangedAt,chosenProfile,chosenProfileLastChangedAt,dislikedProfile,dislikedProfileLastChangedAt,factor-Age,factor-AgeLastChangedAt,factor-Appearance,factor-AppearanceLastChangedAt,factor-Dietary preferences,factor-Dietary preferencesLastChangedAt,factor-Education Level,factor-Education LevelLastChangedAt,factor-Ethnicity,factor-EthnicityLastChangedAt,factor-Height,factor-HeightLastChangedAt,factor-Hobbies,factor-HobbiesLastChangedAt,factor-Income level,factor-Income levelLastChangedAt,factor-Language spoken,factor-Language spokenLastChangedAt,factor-Mental Health,factor-Mental HealthLastChangedAt,factor-Nationality,factor-NationalityLastChangedAt,factor-Number of children,factor-Number of childrenLastChangedAt,factor-Pet ownership,factor-Pet ownershipLastChangedAt,factor-Physical Health,factor-Physical HealthLastChangedAt,factor-Political affiliation,factor-Political affiliationLastChangedAt,factor-Popularity on App,factor-Popularity on AppLastChangedAt,factor-Profession,factor-ProfessionLastChangedAt,factor-Race / Ethnicity,factor-Race / EthnicityLastChangedAt,factor-Relationship history,factor-Relationship historyLastChangedAt,factor-Social media activity,factor-Social media activityLastChangedAt,frequency,frequencyLastChangedAt,gameID,gameIDLastChangedAt,likedProfile,likedProfileLastChangedAt,ownProfileID,ownProfileIDLastChangedAt,playerID,playerIDLastChangedAt,recommend-Age,recommend-AgeLastChangedAt,recommend-Appearance,recommend-AppearanceLastChangedAt,recommend-Dietary preferences,recommend-Dietary preferencesLastChangedAt,recommend-Education Level,recommend-Education LevelLastChangedAt,recommend-Ethnicity,recommend-EthnicityLastChangedAt,recommend-Height,recommend-HeightLastChangedAt,recommend-Hobbies,recommend-HobbiesLastChangedAt,recommend-Income level,recommend-Income levelLastChangedAt,recommend-Language spoken,recommend-Language spokenLastChangedAt,recommend-Mental Health,recommend-Mental HealthLastChangedAt,recommend-Nationality,recommend-NationalityLastChangedAt,recommend-Number of children,recommend-Number of childrenLastChangedAt,recommend-Pet ownership,recommend-Pet ownershipLastChangedAt,recommend-Physical Health,recommend-Physical HealthLastChangedAt,recommend-Political affiliation,recommend-Political affiliationLastChangedAt,recommend-Popularity on App,recommend-Popularity on AppLastChangedAt,recommend-Profession,recommend-ProfessionLastChangedAt,recommend-Race / Ethnicity,recommend-Race / EthnicityLastChangedAt,recommend-Relationship history,recommend-Relationship historyLastChangedAt,recommend-Social media activity,recommend-Social media activityLastChangedAt,recommendationDiversity,recommendationDiversityLastChangedAt,recommendationQuality,recommendationQualityLastChangedAt,roundID,roundIDLastChangedAt,surveyAttributeAge,surveyAttributeAgeLastChangedAt,surveyAttributeAppearance,surveyAttributeAppearanceLastChangedAt,surveyAttributeBeard,surveyAttributeBeardLastChangedAt,surveyAttributeClothes,surveyAttributeClothesLastChangedAt,surveyAttributeFacialExpression,surveyAttributeFacialExpressionLastChangedAt,surveyAttributeGlasses,surveyAttributeGlassesLastChangedAt,surveyAttributeHair,surveyAttributeHairLastChangedAt,surveyAttributeHobbies,surveyAttributeHobbiesLastChangedAt,surveyAttributeJob,surveyAttributeJobLastChangedAt,surveyAttributePose,surveyAttributePoseLastChangedAt,surveySystemImprovement,surveySystemImprovementLastChangedAt,surveyVariety,surveyVarietyLastChangedAt,systemVariety,systemVarietyLastChangedAt
01HZH2JKGMD7QP635VZPY1DM8R,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZH1KRR0J1XS5AZ53TMM3VEA,2024-06-04T08:31:48.884312+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,2024-06-04T08:31:51.497654+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZH1KRRJREHB0RVRS5TRPKQN,2024-06-04T08:31:48.884312+01:00,159,2024-06-04T08:31:51.49806+01:00,1,2024-06-04T08:31:48.889994+01:00,01HZH1NHEM4QGJ1HNF0H4YW4VD,2024-06-04T08:31:48.884312+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZH1NMBC9YBKK5BZJMW02K0T,2024-06-04T08:31:48.884312+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZN1RK38M59GBA5X8H69MAWP,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZN0050VDBNNEXHRP0AQ08YS,2024-06-05T21:34:34.216226+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,2024-06-05T21:34:39.956443+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZN0051C9YE3SMGZ7PTMNH0N,2024-06-05T21:34:34.216226+01:00,147,2024-06-05T21:34:39.954486+01:00,1,2024-06-05T21:34:34.2241+01:00,01HZN00CXTZFMC12W5A0F9F7RC,2024-06-05T21:34:34.216226+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZN00GPDR7ARBNQQRHVDCT1B,2024-06-05T21:34:34.216226+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZN1RRQQHB5WQEEY76HPFR3N,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZN0050VDBNNEXHRP0AQ08YS,2024-06-05T21:34:39.991981+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2024-06-05T21:34:46.006477+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZN0051C9YE3SMGZ7PTMNH0N,2024-06-05T21:34:39.991981+01:00,144,2024-06-05T21:34:46.004414+01:00,1,2024-06-05T21:34:39.999073+01:00,01HZN00CXTZFMC12W5A0F9F7RC,2024-06-05T21:34:39.991981+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZN00GPC31MQZ6F8S2HKQSMG,2024-06-05T21:34:39.991981+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZSFMMAX9AAE3F430Y65XHZ7,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSFMAQQQHRT6XBHJV48DSKG,2024-06-07T14:54:02.205617+01:00,Yes,2024-06-07T14:54:09.324085+01:00,No,2024-06-07T14:54:09.315456+01:00,Long,2024-06-07T14:54:09.318974+01:00,Sport,2024-06-07T14:54:09.321746+01:00,veryInfluential,2024-06-07T14:54:20.395206+01:00,somewhatInfluential,2024-06-07T14:54:20.397268+01:00,,,,,,,,,,,somewhatInfluential,2024-06-07T14:54:20.399096+01:00,notInfluential,2024-06-07T14:54:20.400929+01:00,,,somewhatSimilar,2024-06-07T14:54:20.387088+01:00,verySimilar,2024-06-07T14:54:20.38338+01:00,,,,,,,,,somewhatSimilar,2024-06-07T14:54:20.390518+01:00,somewhatSimilar,2024-06-07T14:54:20.393036+01:00,97,2024-06-07T14:54:20.404656+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSFMAR8H3RXQCYKK5562K1S,2024-06-07T14:54:02.205617+01:00,,,,,01HZSFMFYRHEA212G79PEZMWHT,2024-06-07T14:54:02.205617+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSFMJ9BDH5M8CYC709SA4DJ,2024-06-07T14:54:02.205617+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZSHCKN60X0TEPB04ABCG5BA,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSH5TN747MRNQBYWKCAMNQH,2024-06-07T15:24:36.518204+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,2024-06-07T15:24:38.056131+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSH5TPHX4XFJHM59FC8JH7H,2024-06-07T15:24:36.518204+01:00,249,2024-06-07T15:24:38.051109+01:00,1,2024-06-07T15:24:36.53236+01:00,01HZSH62S1YVBR46FJFJ1T8WVQ,2024-06-07T15:24:36.518204+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSH65C487NRZNCQJVKEA8DP,2024-06-07T15:24:36.518204+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZSHD3840TV6HRKE6MJZB3BT,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSH5TN747MRNQBYWKCAMNQH,2024-06-07T15:24:52.484774+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,2024-06-07T15:24:54.035744+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSH5TPHX4XFJHM59FC8JH7H,2024-06-07T15:24:52.484774+01:00,132,2024-06-07T15:24:54.0405+01:00,1,2024-06-07T15:24:52.498682+01:00,01HZSH62S1YVBR46FJFJ1T8WVQ,2024-06-07T15:24:52.484774+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSH65CTX7EEG66M98CAXVCQ,2024-06-07T15:24:52.484774+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZSJ5EACTWVMXTDJN0EYZXX0,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSJ1KX9KV3BX2EY6VQEAB6J,2024-06-07T15:38:10.252135+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,2024-06-07T15:38:12.045441+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSJ1KY2QFPSG8X4JF0RDPFR,2024-06-07T15:38:10.252135+01:00,38,2024-06-07T15:38:12.039189+01:00,1,2024-06-07T15:38:10.269424+01:00,01HZSJ1WEHPHDXZQPSADGXT4GG,2024-06-07T15:38:10.252135+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSJ1Z5RR8AH7XZ0GJ1WMM2D,2024-06-07T15:38:10.252135+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZMWTH77YC4JVVJ7J93RPVYV,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZMWBSTKCF4358NMQNRWJ72G,2024-06-05T20:08:14.951257+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,2024-06-05T20:08:33.822074+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZMWBSV30XRF82ZM7CVVERGT,2024-06-05T20:08:14.951257+01:00,81,2024-06-05T20:08:33.820987+01:00,1,2024-06-05T20:08:14.958749+01:00,01HZMWJHXS3GMMP2122V26VT8Q,2024-06-05T20:08:14.951257+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZMWMSCFCAJ80D5TCQ9906KP,2024-06-05T20:08:14.951257+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZSFPHY3WSZMF4VT028P2XZS,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSFMAQQQHRT6XBHJV48DSKG,2024-06-07T14:55:05.283993+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2024-06-07T14:55:06.917565+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSFMAR8H3RXQCYKK5562K1S,2024-06-07T14:55:05.283993+01:00,240,2024-06-07T14:55:06.912399+01:00,1,2024-06-07T14:55:05.292606+01:00,01HZSFMFYRHEA212G79PEZMWHT,2024-06-07T14:55:05.283993+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSFMJABH6NGSSQRHQ0PQ0PD,2024-06-07T14:55:05.283993+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZSHBHA37D0H3Y9A59Z3Y8QZ,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSH5TN747MRNQBYWKCAMNQH,2024-06-07T15:24:01.347287+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,2024-06-07T15:24:03.040242+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSH5TPHX4XFJHM59FC8JH7H,2024-06-07T15:24:01.347287+01:00,202,2024-06-07T15:24:03.035044+01:00,1,2024-06-07T15:24:01.361862+01:00,01HZSH62S1YVBR46FJFJ1T8WVQ,2024-06-07T15:24:01.347287+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSH65ARPRRHRQTJ37XYSBK7,2024-06-07T15:24:01.347287+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZYFD957T6E500XBAF5JNVPS,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZYFAS2XKE18VZ2A5KY7B189,2024-06-09T13:26:13.5436+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2024-06-09T13:26:15.202163+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZYFAS3B49W56082E8FY3SX3,2024-06-09T13:26:13.5436+01:00,125,2024-06-09T13:26:15.199383+01:00,1,2024-06-09T13:26:13.552067+01:00,01HZYFBB2RDS1JF0TG618KWCHV,2024-06-09T13:26:13.5436+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZYFBE273CX4VG7MXAHK0HNM,2024-06-09T13:26:13.5436+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZKWXEQB3BTKQ890DKN6AEQ4,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZKWX72H0EBBF5KPKPEE8638,2024-06-05T10:50:36.26729+01:00,No,2024-06-05T10:50:45.647946+01:00,No,2024-06-05T10:50:51.965451+01:00,Short,2024-06-05T10:50:53.662524+01:00,Travel,2024-06-05T10:51:01.74637+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZKWX72Y12EXS3KRPV2MP4TQ,2024-06-05T10:50:36.26729+01:00,,,,,01HZKWXBCK1NHZ6P8SSZKKGW7G,2024-06-05T10:50:36.26729+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZKWXE07FSN67NDJA6T0BXEG,2024-06-05T10:50:36.26729+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZMT87Z5EK7NZ1B0Z48G6QEN,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZMQQ6FSDQCJC3B3BNPPRAGQ,2024-06-05T19:23:18.501325+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,2024-06-05T19:23:32.720925+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZMQQ6G8AM0M24Z3GMZTW51T,2024-06-05T19:23:18.501325+01:00,145,2024-06-05T19:23:32.721952+01:00,1,2024-06-05T19:23:18.505817+01:00,01HZMQQT6V2YP9J6YX4G3H07WD,2024-06-05T19:23:18.501325+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZMQQYFNDP1HMPDHA3WPY5QA,2024-06-05T19:23:18.501325+01:00,chosenBetter,2024-06-05T19:23:32.718643+01:00,same,2024-06-05T19:23:32.717721+01:00,,,,,,,,,,,same,2024-06-05T19:23:32.719218+01:00,same,2024-06-05T19:23:32.720474+01:00,,,,,,,,
01HZSEWSFR1EZCZ700AMJZTEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSEVNF9BB7BB6AT3R7V1RPB,2024-06-07T14:41:01.048993+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2024-06-07T14:41:02.724653+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSEVNFPZ7DNF34SY5G0EKE6,2024-06-07T14:41:01.048993+01:00,229,2024-06-07T14:41:02.722325+01:00,1,2024-06-07T14:41:01.056098+01:00,01HZSEVW8T6D7WZ3KFC6A898PM,2024-06-07T14:41:01.048993+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSEVYNGW3X5SANKYSF9C8ZJ,2024-06-07T14:41:01.048993+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZSGAQNW3CQ3TNMHHEX1C3Q5,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSG9T0TZBK9W6QR9KEN15FG,2024-06-07T15:06:06.524589+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2024-06-07T15:06:10.043818+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSG9T1GTJ9QS8TQXQF6VFJP,2024-06-07T15:06:06.524589+01:00,237,2024-06-07T15:06:10.036975+01:00,1,2024-06-07T15:06:06.534641+01:00,01HZSGA1C6BZF5D7VHFM70V23H,2024-06-07T15:06:06.524589+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSGA4KVNCYR0AVTY8ZB0B6S,2024-06-07T15:06:06.524589+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZSGDDE1EMWX46EAQSNB4Q6X,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSG9T0TZBK9W6QR9KEN15FG,2024-06-07T15:07:34.337459+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,2024-06-07T15:07:36.545693+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSG9T1GTJ9QS8TQXQF6VFJP,2024-06-07T15:07:34.337459+01:00,37,2024-06-07T15:07:36.5416+01:00,1,2024-06-07T15:07:34.347964+01:00,01HZSGA1C6BZF5D7VHFM70V23H,2024-06-07T15:07:34.337459+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSGA4P64932H5GVVVKC77JX,2024-06-07T15:07:34.337459+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZSJ5QGE15XV6V84BF9B105T,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSJ1KX9KV3BX2EY6VQEAB6J,2024-06-07T15:38:19.66298+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,2024-06-07T15:38:21.778643+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSJ1KY2QFPSG8X4JF0RDPFR,2024-06-07T15:38:19.66298+01:00,245,2024-06-07T15:38:21.772584+01:00,1,2024-06-07T15:38:19.678012+01:00,01HZSJ1WEHPHDXZQPSADGXT4GG,2024-06-07T15:38:19.66298+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSJ1Z632495AMMECX2W7W2Q,2024-06-07T15:38:19.66298+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZSJ63N6234HC4X5TFMF12GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSJ1KX9KV3BX2EY6VQEAB6J,2024-06-07T15:38:32.102027+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2024-06-07T15:38:34.599725+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSJ1KY2QFPSG8X4JF0RDPFR,2024-06-07T15:38:32.102027+01:00,150,2024-06-07T15:38:34.588744+01:00,1,2024-06-07T15:38:32.118584+01:00,01HZSJ1WEHPHDXZQPSADGXT4GG,2024-06-07T15:38:32.102027+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSJ1Z6BTS8G6PV4Q7TBXWEG,2024-06-07T15:38:32.102027+01:00,same,2024-06-07T15:38:40.397492+01:00,same,2024-06-07T15:38:40.390897+01:00,,,,,,,,,,,same,2024-06-07T15:38:40.402651+01:00,same,2024-06-07T15:38:40.40791+01:00,,,,,,,,
01HZFG3MYVEGV88MM9SWYCEZ0C,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:49:50.043123+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,2024-06-03T17:49:52.574371+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:49:50.043123+01:00,23,2024-06-03T17:49:52.574107+01:00,1,2024-06-03T17:49:50.046606+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:49:50.043123+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D1KN25625JYMXWAHED,2024-06-03T17:49:50.043123+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZH2ECT7TT87WD30J3VF2MZC,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZH1KRR0J1XS5AZ53TMM3VEA,2024-06-04T08:29:30.95109+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,2024-06-04T08:29:51.415398+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZH1KRRJREHB0RVRS5TRPKQN,2024-06-04T08:29:30.95109+01:00,228,2024-06-04T08:29:51.415108+01:00,1,2024-06-04T08:29:30.955707+01:00,01HZH1NHEM4QGJ1HNF0H4YW4VD,2024-06-04T08:29:30.95109+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZH1NMAE7NS6FD77JFR0B5QA,2024-06-04T08:29:30.95109+01:00,,,,,,,,,,,,,,,,,,,,,notSure,2024-06-04T08:29:51.414094+01:00,tooMuch,2024-06-04T08:29:51.414748+01:00,,
01HZKXKERDZYEFYM5JRPD3QQNK,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZKWZ2N1HQM73CXRWXVV180Z,2024-06-05T11:02:37.197382+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,2024-06-05T11:02:40.058745+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZKWZ2NBSYA83F7NBETADF40,2024-06-05T11:02:37.197382+01:00,109,2024-06-05T11:02:40.057748+01:00,1,2024-06-05T11:02:37.20247+01:00,01HZKWZB7AKPEG0KMD98369600,2024-06-05T11:02:37.197382+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZKWZEJYZM9YZMP2QY844KTY,2024-06-05T11:02:37.197382+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZSCV20EQWKQYJ6ECXSJ3QV6,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSCSZ1N9Y1SSTM9A1T1218D,2024-06-07T14:05:07.086842+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[68,175]",2024-06-07T14:07:02.273944+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSCSZ22KKHX4E09XHK620VB,2024-06-07T14:05:07.086842+01:00,"[43,191]",2024-06-07T14:07:02.271905+01:00,1,2024-06-07T14:05:07.09518+01:00,01HZSCT2R7T6TEKQJB40EG8CH1,2024-06-07T14:05:07.086842+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSCT52YA9GEWA8148RRXB0B,2024-06-07T14:05:07.086842+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
01HZSGC18PX7B8SXEQJ22M0ZTP,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSG9T0TZBK9W6QR9KEN15FG,2024-06-07T15:06:49.11032+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2024-06-07T15:06:50.612367+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSG9T1GTJ9QS8TQXQF6VFJP,2024-06-07T15:06:49.11032+01:00,164,2024-06-07T15:06:50.60824+01:00,1,2024-06-07T15:06:49.122324+01:00,01HZSGA1C6BZF5D7VHFM70V23H,2024-06-07T15:06:49.11032+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZSGA4N4ZH6R8QD1MMXCYQ3H,2024-06-07T15:06:49.11032+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
