id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,roundIndex,roundIndexLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01HZSG9T1GTJ9QS8TQXQF6VFJP,1,2024-06-07T15:05:46.931538+01:00,01HZSG9T0TZBK9W6QR9KEN15FG,2024-06-07T15:05:36.176097+01:00,true,2024-06-07T15:14:33.852051+01:00,batch ended,2024-06-07T15:14:33.802328+01:00,01HZSG9T2EYR2VAVADBFFW8TJQ,2024-06-07T15:05:36.2085+01:00,01HZSGA4HSGS055603YP5KCX37,2024-06-07T15:05:46.941652+01:00,51,2024-06-07T15:05:47.121671+01:00,null,2024-06-07T15:14:33.852051+01:00,true,2024-06-07T15:05:46.931538+01:00,true,2024-06-07T15:05:46.931538+01:00,terminated,2024-06-07T15:14:33.802328+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-07T15:05:36.176097+01:00,Solo,2024-06-07T15:05:36.176097+01:00
01HZFFYAMEDY1RZY7M1YWABEGE,1,2024-06-03T17:47:26.030086+01:00,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:46:55.630158+01:00,true,2024-06-03T17:54:23.897071+01:00,end of game,2024-06-03T17:54:23.902571+01:00,01HZFFYAN09X1Z3E0EQW7G80N2,2024-06-03T17:46:55.650605+01:00,01HZFFZ8AMETZ8XE412VHY51GD,2024-06-03T17:47:26.044756+01:00,51,2024-06-03T17:47:26.136633+01:00,null,2024-06-03T17:54:23.897071+01:00,true,2024-06-03T17:47:26.030086+01:00,true,2024-06-03T17:47:26.030086+01:00,ended,2024-06-03T17:54:23.902571+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-03T17:46:55.630158+01:00,Solo,2024-06-03T17:46:55.630158+01:00
01HZHCJP21JVY94168DC87KCRP,1,2024-06-04T11:28:42.331445+01:00,01HZHCJP1MENGDSFT8ZG4AQFNY,2024-06-04T11:26:37.249807+01:00,true,2024-06-04T11:43:03.937805+01:00,batch ended,2024-06-04T11:43:03.887342+01:00,01HZHCJP2J049NMDYFBET1XVBZ,2024-06-04T11:26:37.26907+01:00,01HZHCPG6YA12QQ7V2WEHYBPV1,2024-06-04T11:28:42.338477+01:00,51,2024-06-04T11:28:42.418684+01:00,null,2024-06-04T11:43:03.937805+01:00,true,2024-06-04T11:28:42.331445+01:00,true,2024-06-04T11:28:42.331445+01:00,terminated,2024-06-04T11:43:03.887342+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-04T11:26:37.249807+01:00,Solo,2024-06-04T11:26:37.249807+01:00
01HZSCSZ22KKHX4E09XHK620VB,1,2024-06-07T14:04:37.402463+01:00,01HZSCSZ1N9Y1SSTM9A1T1218D,2024-06-07T14:04:31.298365+01:00,true,2024-06-07T14:25:05.217922+01:00,batch ended,2024-06-07T14:25:05.191823+01:00,01HZSCSZ2NGMT2R2YV42PXN27R,2024-06-07T14:04:31.319727+01:00,01HZSCT50ZEE91KXFVMHFPTG8F,2024-06-07T14:04:37.411736+01:00,51,2024-06-07T14:04:37.511959+01:00,null,2024-06-07T14:25:05.217922+01:00,true,2024-06-07T14:04:37.402463+01:00,true,2024-06-07T14:04:37.402463+01:00,terminated,2024-06-07T14:25:05.191823+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-07T14:04:31.298365+01:00,Solo,2024-06-07T14:04:31.298365+01:00
01HZYSXPTR5VQZ8NCNJ1VASSZY,1,2024-06-09T16:30:04.818669+01:00,01HZYSXPSZ5A7F9H696B6J3PE0,2024-06-09T16:29:57.592031+01:00,true,2024-06-09T16:34:24.526101+01:00,batch ended,2024-06-09T16:34:24.480161+01:00,01HZYSXPVK6SM7VB1HVRC9D5Q5,2024-06-09T16:29:57.62179+01:00,01HZYSXXWSAFZF9N0KVWEC76WY,2024-06-09T16:30:04.828149+01:00,51,2024-06-09T16:30:05.033926+01:00,null,2024-06-09T16:34:24.526101+01:00,true,2024-06-09T16:30:04.818669+01:00,true,2024-06-09T16:30:04.818669+01:00,terminated,2024-06-09T16:34:24.480161+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-09T16:29:57.592031+01:00,Solo,2024-06-09T16:29:57.592031+01:00
01HZH1KRRJREHB0RVRS5TRPKQN,1,2024-06-04T08:15:59.364419+01:00,01HZH1KRR0J1XS5AZ53TMM3VEA,2024-06-04T08:14:58.450028+01:00,true,2024-06-04T08:33:46.848103+01:00,end of game,2024-06-04T08:33:46.853879+01:00,01HZH1KRS271JJFDP8BC8BR9DM,2024-06-04T08:14:58.469421+01:00,01HZH1NM88TH7EZCR6MR5CVDC0,2024-06-04T08:15:59.375342+01:00,51,2024-06-04T08:15:59.471816+01:00,null,2024-06-04T08:33:46.848103+01:00,true,2024-06-04T08:15:59.364419+01:00,true,2024-06-04T08:15:59.364419+01:00,ended,2024-06-04T08:33:46.853879+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-04T08:14:58.450028+01:00,Solo,2024-06-04T08:14:58.450028+01:00
01HZHD4792TN8MR8JR994GBT6M,,,01HZHD478P0E92TKV5GHVY79MW,2024-06-04T11:36:11.938873+01:00,false,2024-06-04T11:36:11.938873+01:00,batch ended,2024-06-04T11:43:12.126486+01:00,01HZHD479M17XF1G4PGJR9F4N1,2024-06-04T11:36:11.957818+01:00,,,,,,,false,2024-06-04T11:36:11.938873+01:00,,,terminated,2024-06-04T11:43:12.126486+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-04T11:36:11.938873+01:00,Solo,2024-06-04T11:36:11.938873+01:00
01HZMQQ6G8AM0M24Z3GMZTW51T,1,2024-06-05T18:39:27.262266+01:00,01HZMQQ6FSDQCJC3B3BNPPRAGQ,2024-06-05T18:39:02.793035+01:00,true,2024-06-05T19:59:53.149207+01:00,end of game,2024-06-05T19:59:53.155825+01:00,01HZMQQ6GVYK59KYGGZCTAWA4E,2024-06-05T18:39:02.813901+01:00,01HZMQQYD31QYSGGFMNXK0T21V,2024-06-05T18:39:27.271758+01:00,51,2024-06-05T18:39:27.358521+01:00,null,2024-06-05T19:59:53.149207+01:00,true,2024-06-05T18:39:27.262266+01:00,true,2024-06-05T18:39:27.262266+01:00,ended,2024-06-05T19:59:53.155825+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-05T18:39:02.793035+01:00,Solo,2024-06-05T18:39:02.793035+01:00
01HZN0051C9YE3SMGZ7PTMNH0N,1,2024-06-05T21:03:56.67942+01:00,01HZN0050VDBNNEXHRP0AQ08YS,2024-06-05T21:03:44.81217+01:00,true,2024-06-05T21:57:12.403677+01:00,batch ended,2024-06-05T21:57:12.273835+01:00,01HZN0051ZVRCYCQVBRBSGPY6X,2024-06-05T21:03:44.832851+01:00,01HZN00GMCHJAZZ2276T31GP1F,2024-06-05T21:03:56.68806+01:00,51,2024-06-05T21:03:56.800725+01:00,null,2024-06-05T21:57:12.403677+01:00,true,2024-06-05T21:03:56.67942+01:00,true,2024-06-05T21:03:56.67942+01:00,terminated,2024-06-05T21:57:12.273835+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-05T21:03:44.81217+01:00,Solo,2024-06-05T21:03:44.81217+01:00
01HZSGT7RC0HKT1MN5HQC4EGMK,1,2024-06-07T15:14:42.810769+01:00,01HZSGT7QNTFC0VX4G50G6AAAC,2024-06-07T15:14:34.508052+01:00,true,2024-06-07T15:20:53.262346+01:00,batch ended,2024-06-07T15:20:53.209519+01:00,01HZSGT7SEXTVCXG85YSTHQSND,2024-06-07T15:14:34.544406+01:00,01HZSGTFW16J8AKKE62PCB4NSK,2024-06-07T15:14:42.821468+01:00,51,2024-06-07T15:14:43.024742+01:00,null,2024-06-07T15:20:53.262346+01:00,true,2024-06-07T15:14:42.810769+01:00,true,2024-06-07T15:14:42.810769+01:00,terminated,2024-06-07T15:20:53.209519+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-07T15:14:34.508052+01:00,Solo,2024-06-07T15:14:34.508052+01:00
01HZSJTAQSG36J436YAM13M893,1,2024-06-07T15:49:44.414516+01:00,01HZSJTAPJW1A09GW14C8HDH3G,2024-06-07T15:49:34.713096+01:00,true,2024-06-07T16:11:49.999339+01:00,batch ended,2024-06-07T16:11:49.912844+01:00,01HZSJTASC246RMHGH1J24ESC6,2024-06-07T15:49:34.767706+01:00,01HZSJTM786X2VQV69H6KWVVW9,2024-06-07T15:49:44.427963+01:00,51,2024-06-07T15:49:44.718321+01:00,null,2024-06-07T16:11:49.999339+01:00,true,2024-06-07T15:49:44.414516+01:00,true,2024-06-07T15:49:44.414516+01:00,terminated,2024-06-07T16:11:49.912844+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-07T15:49:34.713096+01:00,Solo,2024-06-07T15:49:34.713096+01:00
01HZSMQ43HJZ142P88TJQ91K1P,1,2024-06-07T16:22:56.209666+01:00,01HZSMQ42BM6GQDX10VVJH7SYR,2024-06-07T16:22:46.769422+01:00,false,2024-06-07T16:22:46.769422+01:00,batch ended,2024-06-09T13:24:43.392989+01:00,01HZSMQ45J2HTWEB944XC8YCTB,2024-06-07T16:22:46.836782+01:00,01HZSMQDAYM8KMR21SQHW58RYP,2024-06-07T16:22:56.228106+01:00,51,2024-06-07T16:22:56.602236+01:00,01HZSMQE51R0X49M26GYVE3T7W,2024-06-07T16:27:47.963685+01:00,true,2024-06-07T16:22:56.209666+01:00,true,2024-06-07T16:22:56.209666+01:00,terminated,2024-06-09T13:24:43.392989+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-07T16:22:46.769422+01:00,Solo,2024-06-07T16:22:46.769422+01:00
01HZYSEPM7WXD6S54YQBH7E31G,1,2024-06-09T16:21:55.887074+01:00,01HZYSEPKPD3GHHF7052QZ66K2,2024-06-09T16:21:45.863689+01:00,true,2024-06-09T16:29:50.498235+01:00,batch ended,2024-06-09T16:29:50.45844+01:00,01HZYSEPN67B120WPEMFTQ86YB,2024-06-09T16:21:45.896334+01:00,01HZYSF0DMNKA6637NM68VSGJ7,2024-06-09T16:21:55.895814+01:00,51,2024-06-09T16:21:56.081005+01:00,null,2024-06-09T16:29:50.498235+01:00,true,2024-06-09T16:21:55.887074+01:00,true,2024-06-09T16:21:55.887074+01:00,terminated,2024-06-09T16:29:50.45844+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-09T16:21:45.863689+01:00,Solo,2024-06-09T16:21:45.863689+01:00
01HZHCM55DTH1ZMP9TNHRH97K0,,,01HZHCM5513HH5NH84XMT7X1YR,2024-06-04T11:27:25.485325+01:00,false,2024-06-04T11:27:25.485325+01:00,batch ended,2024-06-04T11:43:09.611663+01:00,01HZHCM55T81YEJNBS7PNYVYSG,2024-06-04T11:27:25.499818+01:00,,,,,,,false,2024-06-04T11:27:25.485325+01:00,,,terminated,2024-06-04T11:43:09.611663+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-04T11:27:25.485325+01:00,Solo,2024-06-04T11:27:25.485325+01:00
01HZN32ACHFC97P7HVXVAA0JRC,1,2024-06-05T21:58:49.793026+01:00,01HZN32ABZ0GWY5J96DED1P3QC,2024-06-05T21:57:21.553078+01:00,true,2024-06-05T22:03:20.967412+01:00,batch ended,2024-06-05T22:03:20.933538+01:00,01HZN32AD18HXY98KMZ20DRTZH,2024-06-05T21:57:21.571104+01:00,01HZN350J57KF191FYQF6871J5,2024-06-05T21:58:49.802028+01:00,51,2024-06-05T21:58:49.899544+01:00,null,2024-06-05T22:03:20.967412+01:00,true,2024-06-05T21:58:49.793026+01:00,true,2024-06-05T21:58:49.793026+01:00,terminated,2024-06-05T22:03:20.933538+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-05T21:57:21.553078+01:00,Solo,2024-06-05T21:57:21.553078+01:00
01HZSB9EGFEXV1AQ974G5TP5A6,1,2024-06-07T13:38:09.578307+01:00,01HZSB9EFW02P0NZ930JR32NEN,2024-06-07T13:38:01.487186+01:00,true,2024-06-07T14:04:23.510537+01:00,batch ended,2024-06-07T14:04:23.392109+01:00,01HZSB9EH0SWE1TH3X6ST86W9H,2024-06-07T13:38:01.506267+01:00,01HZSB9PDHQFQVQ9V8J4QJDKDS,2024-06-07T13:38:09.590869+01:00,51,2024-06-07T13:38:09.676252+01:00,null,2024-06-07T14:04:23.510537+01:00,true,2024-06-07T13:38:09.578307+01:00,true,2024-06-07T13:38:09.578307+01:00,terminated,2024-06-07T14:04:23.392109+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-07T13:38:01.487186+01:00,Solo,2024-06-07T13:38:01.487186+01:00
01HZSJ1KY2QFPSG8X4JF0RDPFR,1,2024-06-07T15:36:16.243658+01:00,01HZSJ1KX9KV3BX2EY6VQEAB6J,2024-06-07T15:36:04.930271+01:00,true,2024-06-07T15:49:33.635432+01:00,batch ended,2024-06-07T15:49:33.569823+01:00,01HZSJ1KZME8ADKBGXK5515GRM,2024-06-07T15:36:04.982389+01:00,01HZSJ1YZW0P437NR1Z5DE85N5,2024-06-07T15:36:16.256779+01:00,51,2024-06-07T15:36:16.535723+01:00,null,2024-06-07T15:49:33.635432+01:00,true,2024-06-07T15:36:16.243658+01:00,true,2024-06-07T15:36:16.243658+01:00,terminated,2024-06-07T15:49:33.569823+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-07T15:36:04.930271+01:00,Solo,2024-06-07T15:36:04.930271+01:00
01HZSM33G3XR867PD9RPHE0PZR,1,2024-06-07T16:11:59.562819+01:00,01HZSM33EY2XCHP3KBV9QTK0YY,2024-06-07T16:11:50.787341+01:00,true,2024-06-07T16:22:45.966499+01:00,batch ended,2024-06-07T16:22:45.883707+01:00,01HZSM33HYQ8FBBS1AFGFF1WB9,2024-06-07T16:11:50.848792+01:00,01HZSM3C2NPJ8HKPWR5ZDC902C,2024-06-07T16:11:59.577236+01:00,51,2024-06-07T16:11:59.918618+01:00,null,2024-06-07T16:22:45.966499+01:00,true,2024-06-07T16:11:59.562819+01:00,true,2024-06-07T16:11:59.562819+01:00,terminated,2024-06-07T16:22:45.883707+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-07T16:11:50.787341+01:00,Solo,2024-06-07T16:11:50.787341+01:00
01HZYFDTTNMSZSFAQBZWDH130V,1,2024-06-09T13:27:06.125603+01:00,01HZYFDTT3D83F64EZV1WVJXF0,2024-06-09T13:26:31.63789+01:00,true,2024-06-09T16:21:44.930556+01:00,batch ended,2024-06-09T16:21:44.885501+01:00,01HZYFDTVCX7FX5KVS693W91RZ,2024-06-09T13:26:31.661881+01:00,01HZYFEWGMVM2JBCRH7HXW3YCG,2024-06-09T13:27:06.136009+01:00,51,2024-06-09T13:27:06.288049+01:00,null,2024-06-09T16:21:44.930556+01:00,true,2024-06-09T13:27:06.125603+01:00,true,2024-06-09T13:27:06.125603+01:00,terminated,2024-06-09T16:21:44.885501+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-09T13:26:31.63789+01:00,Solo,2024-06-09T13:26:31.63789+01:00
01HZYT5W423K84NZ2FPVZZ9AQ5,1,2024-06-09T16:34:33.505245+01:00,01HZYT5W3A314BVC54WW1DC6N1,2024-06-09T16:34:25.154351+01:00,true,2024-06-09T16:37:49.307737+01:00,batch ended,2024-06-09T16:37:49.260854+01:00,01HZYT5W57ZWCPN50BD45VGVX8,2024-06-09T16:34:25.193471+01:00,01HZYT649FXS1Y0KW7T0ESKX5H,2024-06-09T16:34:33.524496+01:00,51,2024-06-09T16:34:33.763002+01:00,null,2024-06-09T16:37:49.307737+01:00,true,2024-06-09T16:34:33.505245+01:00,true,2024-06-09T16:34:33.505245+01:00,terminated,2024-06-09T16:37:49.260854+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-09T16:34:25.154351+01:00,Solo,2024-06-09T16:34:25.154351+01:00
01HZSDZN0GYX9RKNV9Z23N1GZV,1,2024-06-07T14:25:16.764761+01:00,01HZSDZN03KYPJJR9JJVJ13D2Q,2024-06-07T14:25:06.192368+01:00,true,2024-06-07T14:40:23.086404+01:00,batch ended,2024-06-07T14:40:23.049543+01:00,01HZSDZN128A63QK8R3KVYHK0G,2024-06-07T14:25:06.211678+01:00,01HZSDZZB2BGNZ9KFTPQDMXCRB,2024-06-07T14:25:16.774314+01:00,51,2024-06-07T14:25:16.894685+01:00,null,2024-06-07T14:40:23.086404+01:00,true,2024-06-07T14:25:16.764761+01:00,true,2024-06-07T14:25:16.764761+01:00,terminated,2024-06-07T14:40:23.049543+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-07T14:25:06.192368+01:00,Solo,2024-06-07T14:25:06.192368+01:00
01HZSEVNFPZ7DNF34SY5G0EKE6,1,2024-06-07T14:40:33.521164+01:00,01HZSEVNF9BB7BB6AT3R7V1RPB,2024-06-07T14:40:24.183026+01:00,true,2024-06-07T14:53:51.601213+01:00,batch ended,2024-06-07T14:53:51.554147+01:00,01HZSEVNG9D1PB1BTACR951WJB,2024-06-07T14:40:24.203219+01:00,01HZSEVYKNDPPJXY4TRJ4S84PM,2024-06-07T14:40:33.529185+01:00,51,2024-06-07T14:40:33.642155+01:00,null,2024-06-07T14:53:51.601213+01:00,true,2024-06-07T14:40:33.521164+01:00,true,2024-06-07T14:40:33.521164+01:00,terminated,2024-06-07T14:53:51.554147+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-07T14:40:24.183026+01:00,Solo,2024-06-07T14:40:24.183026+01:00
01HZV90J22A96ASVZW6ZV4Q5ET,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-08T07:36:41.923834+01:00,false,2024-06-08T07:36:41.923834+01:00,,,01HZV90J7G94QBXRP6MSE2HP7T,2024-06-08T07:36:42.098845+01:00,,,,,,,false,2024-06-08T07:36:41.923834+01:00,,,,,"{""numSwipes"":50,""playerCount"":1}",2024-06-08T07:36:41.923834+01:00,Solo,2024-06-08T07:36:41.923834+01:00
01HZYFAS3B49W56082E8FY3SX3,1,2024-06-09T13:25:12.919709+01:00,01HZYFAS2XKE18VZ2A5KY7B189,2024-06-09T13:24:51.563413+01:00,true,2024-06-09T13:26:23.309307+01:00,batch ended,2024-06-09T13:26:23.274994+01:00,01HZYFAS44AK82K19BCVXD6N0Z,2024-06-09T13:24:51.590658+01:00,01HZYFBDYYC0RC4WGB0B3Y8R7Z,2024-06-09T13:25:12.93333+01:00,51,2024-06-09T13:25:13.073059+01:00,null,2024-06-09T13:26:23.309307+01:00,true,2024-06-09T13:25:12.919709+01:00,true,2024-06-09T13:25:12.919709+01:00,terminated,2024-06-09T13:26:23.274994+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-09T13:24:51.563413+01:00,Solo,2024-06-09T13:24:51.563413+01:00
01HZHCJTZAKYGS2K0FNHA9EKRR,1,2024-06-04T11:35:25.570255+01:00,01HZHCJTZ02E2HB1TF67XQZQEB,2024-06-04T11:26:42.282178+01:00,true,2024-06-04T11:43:06.517216+01:00,batch ended,2024-06-04T11:43:06.495446+01:00,01HZHCJTZRP1Y4GG1PABCJ10FP,2024-06-04T11:26:42.298798+01:00,01HZHD2T06DPNBSCARBJN170RD,2024-06-04T11:35:25.578124+01:00,51,2024-06-04T11:35:25.661398+01:00,null,2024-06-04T11:43:06.517216+01:00,true,2024-06-04T11:35:25.570255+01:00,true,2024-06-04T11:35:25.570255+01:00,terminated,2024-06-04T11:43:06.495446+01:00,"{""numSwipes"":50,""playerCount"":1}",2024-06-04T11:26:42.282178+01:00,Solo,2024-06-04T11:26:42.282178+01:00
