id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,name,nameLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt
01HZN350MPN35EMPXXZ8F77FQV,01HZN32ABZ0GWY5J96DED1P3QC,2024-06-05T21:58:49.878432+01:00,3000,2024-06-05T21:58:49.878432+01:00,true,2024-06-05T22:02:35.372464+01:00,01HZN32ACHFC97P7HVXVAA0JRC,2024-06-05T21:58:49.878432+01:00,21,2024-06-05T21:58:49.878432+01:00,Round 21,2024-06-05T21:58:49.878432+01:00,1,2024-06-05T21:58:50.049019+01:00,true,2024-06-05T22:02:33.664864+01:00
01HZHD2T2BYH21YKY91T5ZKXKY,01HZHCJTZ02E2HB1TF67XQZQEB,2024-06-04T11:35:25.64307+01:00,3000,2024-06-04T11:35:25.64307+01:00,false,2024-06-04T11:35:25.64307+01:00,01HZHCJTZAKYGS2K0FNHA9EKRR,2024-06-04T11:35:25.64307+01:00,21,2024-06-04T11:35:25.64307+01:00,Round 21,2024-06-04T11:35:25.64307+01:00,1,2024-06-04T11:35:25.786781+01:00,false,2024-06-04T11:35:25.64307+01:00
01HZHDJE403SG6X4RRBXJ2YKE3,01HZHDH5HC2Y07710VWBHB3GPD,2024-06-04T11:43:57.696113+01:00,3000,2024-06-04T11:43:57.696113+01:00,true,2024-06-04T11:53:21.272646+01:00,01HZHDH5HQ5NPNCVSGWRZ5TM5T,2024-06-04T11:43:57.696113+01:00,47,2024-06-04T11:43:57.696113+01:00,Round 47,2024-06-04T11:43:57.696113+01:00,1,2024-06-04T11:43:58.156595+01:00,true,2024-06-04T11:53:16.759973+01:00
01HZN350MK47ZN1TPSTMKW2S1M,01HZN32ABZ0GWY5J96DED1P3QC,2024-06-05T21:58:49.875313+01:00,3000,2024-06-05T21:58:49.875313+01:00,true,2024-06-05T22:02:24.285735+01:00,01HZN32ACHFC97P7HVXVAA0JRC,2024-06-05T21:58:49.875313+01:00,17,2024-06-05T21:58:49.875313+01:00,Round 17,2024-06-05T21:58:49.875313+01:00,1,2024-06-05T21:58:50.027141+01:00,true,2024-06-05T22:02:22.825949+01:00
01HZSJTMDKCH8C182WWTS7GY9R,01HZSJTAPJW1A09GW14C8HDH3G,2024-06-07T15:49:44.627815+01:00,3000,2024-06-07T15:49:44.627815+01:00,true,2024-06-07T15:58:13.807357+01:00,01HZSJTAQSG36J436YAM13M893,2024-06-07T15:49:44.627815+01:00,30,2024-06-07T15:49:44.627815+01:00,Round 30,2024-06-07T15:49:44.627815+01:00,1,2024-06-07T15:49:45.314438+01:00,true,2024-06-07T15:56:25.591331+01:00
01HZYFBE30CHT2N5503CW8F9QE,01HZYFAS2XKE18VZ2A5KY7B189,2024-06-09T13:25:13.056365+01:00,3000,2024-06-09T13:25:13.056365+01:00,false,2024-06-09T13:25:13.056365+01:00,01HZYFAS3B49W56082E8FY3SX3,2024-06-09T13:25:13.056365+01:00,37,2024-06-09T13:25:13.056365+01:00,Round 37,2024-06-09T13:25:13.056365+01:00,1,2024-06-09T13:25:13.367896+01:00,false,2024-06-09T13:25:13.056365+01:00
01HZFFZ8D64VHEPDRVFP23HWMD,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.118508+01:00,3000,2024-06-03T17:47:26.118508+01:00,true,2024-06-03T17:51:38.423828+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.118508+01:00,32,2024-06-03T17:47:26.118508+01:00,Round 32,2024-06-03T17:47:26.118508+01:00,1,2024-06-03T17:47:26.339334+01:00,true,2024-06-03T17:51:21.950771+01:00
01HZKWXE0SRE9P42BR3RWS4JSJ,01HZKWX72H0EBBF5KPKPEE8638,2024-06-05T10:50:35.545728+01:00,3000,2024-06-05T10:50:35.545728+01:00,false,2024-06-05T10:50:35.545728+01:00,01HZKWX72Y12EXS3KRPV2MP4TQ,2024-06-05T10:50:35.545728+01:00,28,2024-06-05T10:50:35.545728+01:00,Round 28,2024-06-05T10:50:35.545728+01:00,1,2024-06-05T10:50:35.719205+01:00,false,2024-06-05T10:50:35.545728+01:00
01HZSFXJ5GQ2EXKC1QVGSXG2FQ,01HZSFX98P79BHJFX9NNV6H575,2024-06-07T14:58:54.896734+01:00,3000,2024-06-07T14:58:54.896734+01:00,false,2024-06-07T14:58:54.896734+01:00,01HZSFX9981ZDSPX9T9XWA51S5,2024-06-07T14:58:54.896734+01:00,49,2024-06-07T14:58:54.896734+01:00,Round 49,2024-06-07T14:58:54.896734+01:00,1,2024-06-07T14:58:55.390176+01:00,false,2024-06-07T14:58:54.896734+01:00
01HZHD2T2PE03RJHFAQ6DPDDZD,01HZHCJTZ02E2HB1TF67XQZQEB,2024-06-04T11:35:25.654276+01:00,3000,2024-06-04T11:35:25.654276+01:00,false,2024-06-04T11:35:25.654276+01:00,01HZHCJTZAKYGS2K0FNHA9EKRR,2024-06-04T11:35:25.654276+01:00,37,2024-06-04T11:35:25.654276+01:00,Round 37,2024-06-04T11:35:25.654276+01:00,1,2024-06-04T11:35:25.866751+01:00,false,2024-06-04T11:35:25.654276+01:00
01HZKWZEK6NBMA8TVAAEHWY11W,01HZKWZ2N1HQM73CXRWXVV180Z,2024-06-05T10:51:41.670194+01:00,3000,2024-06-05T10:51:41.670194+01:00,true,2024-06-05T11:08:37.587458+01:00,01HZKWZ2NBSYA83F7NBETADF40,2024-06-05T10:51:41.670194+01:00,49,2024-06-05T10:51:41.670194+01:00,Round 49,2024-06-05T10:51:41.670194+01:00,1,2024-06-05T10:51:41.942922+01:00,true,2024-06-05T11:08:32.643116+01:00
01HZMQQYFKRF22D81B11Z6EPAW,01HZMQQ6FSDQCJC3B3BNPPRAGQ,2024-06-05T18:39:27.347228+01:00,3000,2024-06-05T18:39:27.347228+01:00,true,2024-06-05T19:23:07.726803+01:00,01HZMQQ6G8AM0M24Z3GMZTW51T,2024-06-05T18:39:27.347228+01:00,22,2024-06-05T18:39:27.347228+01:00,Round 22,2024-06-05T18:39:27.347228+01:00,1,2024-06-05T18:39:27.502315+01:00,true,2024-06-05T19:23:05.183551+01:00
01HZMYB1EE0X2833GSDGGJ7GNS,01HZMYAPFS4WP2868YQ6KAPA92,2024-06-05T20:34:44.430026+01:00,3000,2024-06-05T20:34:44.430026+01:00,true,2024-06-05T20:51:21.534237+01:00,01HZMYAPG5N42EK8SQF2MNGAYT,2024-06-05T20:34:44.430026+01:00,11,2024-06-05T20:34:44.430026+01:00,Round 11,2024-06-05T20:34:44.430026+01:00,1,2024-06-05T20:34:44.536359+01:00,true,2024-06-05T20:51:18.862923+01:00
01HZSFXJ3RP3SCRTF014309AY0,01HZSFX98P79BHJFX9NNV6H575,2024-06-07T14:58:54.84008+01:00,3000,2024-06-07T14:58:54.84008+01:00,true,2024-06-07T15:00:00.589425+01:00,01HZSFX9981ZDSPX9T9XWA51S5,2024-06-07T14:58:54.84008+01:00,20,2024-06-07T14:58:54.84008+01:00,Round 20,2024-06-07T14:58:54.84008+01:00,1,2024-06-07T14:58:55.108534+01:00,true,2024-06-07T14:59:54.668612+01:00
01HZSJTMCTJK7XJYB5FHBXY8TA,01HZSJTAPJW1A09GW14C8HDH3G,2024-06-07T15:49:44.602084+01:00,3000,2024-06-07T15:49:44.602084+01:00,true,2024-06-07T15:55:02.145178+01:00,01HZSJTAQSG36J436YAM13M893,2024-06-07T15:49:44.602084+01:00,25,2024-06-07T15:49:44.602084+01:00,Round 25,2024-06-07T15:49:44.602084+01:00,1,2024-06-07T15:49:45.238897+01:00,true,2024-06-07T15:54:46.739806+01:00
01HZYFBE1MR6N7YCKY338VFACV,01HZYFAS2XKE18VZ2A5KY7B189,2024-06-09T13:25:13.012478+01:00,3000,2024-06-09T13:25:13.012478+01:00,true,2024-06-09T13:25:56.52858+01:00,01HZYFAS3B49W56082E8FY3SX3,2024-06-09T13:25:13.012478+01:00,6,2024-06-09T13:25:13.012478+01:00,Round 6,2024-06-09T13:25:13.012478+01:00,1,2024-06-09T13:25:13.143041+01:00,true,2024-06-09T13:25:49.958701+01:00
01HZHCNEV60Z2WTTBVXFJ3E55C,01HZHCJCJ6FEFEZ7D15KFFM0EP,2024-06-04T11:28:08.166632+01:00,3000,2024-06-04T11:28:08.166632+01:00,false,2024-06-04T11:28:08.166632+01:00,01HZHCJCJVC2B3XPR9E4DREYWS,2024-06-04T11:28:08.166632+01:00,50,2024-06-04T11:28:08.166632+01:00,Round 50,2024-06-04T11:28:08.166632+01:00,1,2024-06-04T11:28:08.452716+01:00,false,2024-06-04T11:28:08.166632+01:00
01HZSEVYPWS19DQ6TCG86R06EJ,01HZSEVNF9BB7BB6AT3R7V1RPB,2024-06-07T14:40:33.628593+01:00,3000,2024-06-07T14:40:33.628593+01:00,false,2024-06-07T14:40:33.628593+01:00,01HZSEVNFPZ7DNF34SY5G0EKE6,2024-06-07T14:40:33.628593+01:00,41,2024-06-07T14:40:33.628593+01:00,Round 41,2024-06-07T14:40:33.628593+01:00,1,2024-06-07T14:40:33.933217+01:00,false,2024-06-07T14:40:33.628593+01:00
01HZH1NMAE7NS6FD77HZ0TD1QF,01HZH1KRR0J1XS5AZ53TMM3VEA,2024-06-04T08:15:59.438228+01:00,3000,2024-06-04T08:15:59.438228+01:00,true,2024-06-04T08:29:25.840062+01:00,01HZH1KRRJREHB0RVRS5TRPKQN,2024-06-04T08:15:59.438228+01:00,7,2024-06-04T08:15:59.438228+01:00,Round 7,2024-06-04T08:15:59.438228+01:00,1,2024-06-04T08:15:59.539764+01:00,true,2024-06-04T08:29:22.748467+01:00
01HZSFMJAZK1EJR0B0S5M11DP9,01HZSFMAQQQHRT6XBHJV48DSKG,2024-06-07T14:54:00.159593+01:00,3000,2024-06-07T14:54:00.159593+01:00,true,2024-06-07T14:55:42.136278+01:00,01HZSFMAR8H3RXQCYKK5562K1S,2024-06-07T14:54:00.159593+01:00,30,2024-06-07T14:54:00.159593+01:00,Round 30,2024-06-07T14:54:00.159593+01:00,1,2024-06-07T14:54:00.434419+01:00,true,2024-06-07T14:55:36.746998+01:00
01HZYFBE24YPV5N576NV5GNR4H,01HZYFAS2XKE18VZ2A5KY7B189,2024-06-09T13:25:13.02892+01:00,3000,2024-06-09T13:25:13.02892+01:00,true,2024-06-09T13:26:11.992236+01:00,01HZYFAS3B49W56082E8FY3SX3,2024-06-09T13:25:13.02892+01:00,13,2024-06-09T13:25:13.02892+01:00,Round 13,2024-06-09T13:25:13.02892+01:00,1,2024-06-09T13:25:13.196241+01:00,true,2024-06-09T13:26:10.352748+01:00
01HZYFBE2JPPHAP6N7Z9TTYJM5,01HZYFAS2XKE18VZ2A5KY7B189,2024-06-09T13:25:13.042473+01:00,3000,2024-06-09T13:25:13.042473+01:00,false,2024-06-09T13:25:13.042473+01:00,01HZYFAS3B49W56082E8FY3SX3,2024-06-09T13:25:13.042473+01:00,23,2024-06-09T13:25:13.042473+01:00,Round 23,2024-06-09T13:25:13.042473+01:00,1,2024-06-09T13:25:13.269501+01:00,false,2024-06-09T13:25:13.042473+01:00
01HZMYB1EE0X2833GSE3BMDENQ,01HZMYAPFS4WP2868YQ6KAPA92,2024-06-05T20:34:44.430731+01:00,3000,2024-06-05T20:34:44.430731+01:00,true,2024-06-05T20:51:30.382643+01:00,01HZMYAPG5N42EK8SQF2MNGAYT,2024-06-05T20:34:44.430731+01:00,14,2024-06-05T20:34:44.430731+01:00,Round 14,2024-06-05T20:34:44.430731+01:00,1,2024-06-05T20:34:44.550447+01:00,true,2024-06-05T20:51:27.674161+01:00
01HZSFMJ9VA0VTVAK681AW3NHG,01HZSFMAQQQHRT6XBHJV48DSKG,2024-06-07T14:54:00.123405+01:00,3000,2024-06-07T14:54:00.123405+01:00,true,2024-06-07T14:54:51.619335+01:00,01HZSFMAR8H3RXQCYKK5562K1S,2024-06-07T14:54:00.123405+01:00,10,2024-06-07T14:54:00.123405+01:00,Round 10,2024-06-07T14:54:00.123405+01:00,1,2024-06-07T14:54:00.285838+01:00,true,2024-06-07T14:54:45.679+01:00
01HZSMQDHFPRK470288CQ036BD,01HZSMQ42BM6GQDX10VVJH7SYR,2024-06-07T16:22:56.431605+01:00,3000,2024-06-07T16:22:56.431605+01:00,true,2024-06-07T16:27:47.935644+01:00,01HZSMQ43HJZ142P88TJQ91K1P,2024-06-07T16:22:56.431605+01:00,21,2024-06-07T16:22:56.431605+01:00,Round 21,2024-06-07T16:22:56.431605+01:00,1,2024-06-07T16:22:57.047439+01:00,true,2024-06-07T16:27:45.143681+01:00
01HZH1NMBE1QMJN38WMJCNXJW2,01HZH1KRR0J1XS5AZ53TMM3VEA,2024-06-04T08:15:59.470935+01:00,3000,2024-06-04T08:15:59.470935+01:00,true,2024-06-04T08:32:27.672334+01:00,01HZH1KRRJREHB0RVRS5TRPKQN,2024-06-04T08:15:59.470935+01:00,47,2024-06-04T08:15:59.470935+01:00,Round 47,2024-06-04T08:15:59.470935+01:00,1,2024-06-04T08:15:59.734243+01:00,true,2024-06-04T08:32:25.07698+01:00
01HZHDJE2R1V2B7FDCFYPW89DM,01HZHDH5HC2Y07710VWBHB3GPD,2024-06-04T11:43:57.656578+01:00,3000,2024-06-04T11:43:57.656578+01:00,true,2024-06-04T11:49:54.036458+01:00,01HZHDH5HQ5NPNCVSGWRZ5TM5T,2024-06-04T11:43:57.656578+01:00,12,2024-06-04T11:43:57.656578+01:00,Round 12,2024-06-04T11:43:57.656578+01:00,1,2024-06-04T11:43:57.857592+01:00,true,2024-06-04T11:49:48.942571+01:00
01HZSGTFZ6KJYN6SYXRN2DZV9V,01HZSGT7QNTFC0VX4G50G6AAAC,2024-06-07T15:14:42.918835+01:00,3000,2024-06-07T15:14:42.918835+01:00,true,2024-06-07T15:15:37.026318+01:00,01HZSGT7RC0HKT1MN5HQC4EGMK,2024-06-07T15:14:42.918835+01:00,12,2024-06-07T15:14:42.918835+01:00,Round 12,2024-06-07T15:14:42.918835+01:00,1,2024-06-07T15:14:43.18934+01:00,true,2024-06-07T15:15:34.857714+01:00
01HZKWXE0NR8TKA2M8QWBKTAMH,01HZKWX72H0EBBF5KPKPEE8638,2024-06-05T10:50:35.541802+01:00,3000,2024-06-05T10:50:35.541802+01:00,false,2024-06-05T10:50:35.541802+01:00,01HZKWX72Y12EXS3KRPV2MP4TQ,2024-06-05T10:50:35.541802+01:00,23,2024-06-05T10:50:35.541802+01:00,Round 23,2024-06-05T10:50:35.541802+01:00,1,2024-06-05T10:50:35.694583+01:00,false,2024-06-05T10:50:35.541802+01:00
01HZSGA4NJBT95A9NQ632Z4SWE,01HZSG9T0TZBK9W6QR9KEN15FG,2024-06-07T15:05:47.058414+01:00,3000,2024-06-07T15:05:47.058414+01:00,true,2024-06-07T15:07:04.955513+01:00,01HZSG9T1GTJ9QS8TQXQF6VFJP,2024-06-07T15:05:47.058414+01:00,24,2024-06-07T15:05:47.058414+01:00,Round 24,2024-06-07T15:05:47.058414+01:00,1,2024-06-07T15:05:47.423843+01:00,true,2024-06-07T15:07:02.820143+01:00
01HZHD2T1V562V8WJ3AP23D6DB,01HZHCJTZ02E2HB1TF67XQZQEB,2024-06-04T11:35:25.627711+01:00,,,true,2024-06-04T11:37:13.069002+01:00,01HZHCJTZAKYGS2K0FNHA9EKRR,2024-06-04T11:35:25.627711+01:00,0,2024-06-04T11:35:25.627711+01:00,preRounds,2024-06-04T11:35:25.627711+01:00,3,2024-06-04T11:35:25.675759+01:00,true,2024-06-04T11:35:26.306852+01:00
01HZSGA4PZFK7QJEBS41GP42EB,01HZSG9T0TZBK9W6QR9KEN15FG,2024-06-07T15:05:47.103323+01:00,3000,2024-06-07T15:05:47.103323+01:00,false,2024-06-07T15:05:47.103323+01:00,01HZSG9T1GTJ9QS8TQXQF6VFJP,2024-06-07T15:05:47.103323+01:00,45,2024-06-07T15:05:47.103323+01:00,Round 45,2024-06-07T15:05:47.103323+01:00,1,2024-06-07T15:05:47.622281+01:00,false,2024-06-07T15:05:47.103323+01:00
01HZFFZ8D7MDM9YC2T37FFPWCR,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.119514+01:00,3000,2024-06-03T17:47:26.119514+01:00,true,2024-06-03T17:51:43.627865+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.119514+01:00,34,2024-06-03T17:47:26.119514+01:00,Round 34,2024-06-03T17:47:26.119514+01:00,1,2024-06-03T17:47:26.349882+01:00,true,2024-06-03T17:51:40.917302+01:00
01HZKWXE0XK8FSB78PH6TTFSS6,01HZKWX72H0EBBF5KPKPEE8638,2024-06-05T10:50:35.549885+01:00,3000,2024-06-05T10:50:35.549885+01:00,false,2024-06-05T10:50:35.549885+01:00,01HZKWX72Y12EXS3KRPV2MP4TQ,2024-06-05T10:50:35.549885+01:00,41,2024-06-05T10:50:35.549885+01:00,Round 41,2024-06-05T10:50:35.549885+01:00,1,2024-06-05T10:50:35.784006+01:00,false,2024-06-05T10:50:35.549885+01:00
01HZYSF0GDY4DHNXA4R06V2K1D,01HZYSEPKPD3GHHF7052QZ66K2,2024-06-09T16:21:55.98116+01:00,3000,2024-06-09T16:21:55.98116+01:00,true,2024-06-09T16:25:10.624324+01:00,01HZYSEPM7WXD6S54YQBH7E31G,2024-06-09T16:21:55.98116+01:00,10,2024-06-09T16:21:55.98116+01:00,Round 10,2024-06-09T16:21:55.98116+01:00,1,2024-06-09T16:21:56.217073+01:00,true,2024-06-09T16:25:05.85306+01:00
01HZSCT544CEDWPWSM30PH64S5,01HZSCSZ1N9Y1SSTM9A1T1218D,2024-06-07T14:04:37.508677+01:00,3000,2024-06-07T14:04:37.508677+01:00,false,2024-06-07T14:04:37.508677+01:00,01HZSCSZ22KKHX4E09XHK620VB,2024-06-07T14:04:37.508677+01:00,46,2024-06-07T14:04:37.508677+01:00,Round 46,2024-06-07T14:04:37.508677+01:00,1,2024-06-07T14:04:37.803227+01:00,false,2024-06-07T14:04:37.508677+01:00
01HZSEVYPZVYEPK6X423D635ZC,01HZSEVNF9BB7BB6AT3R7V1RPB,2024-06-07T14:40:33.631177+01:00,3000,2024-06-07T14:40:33.631177+01:00,false,2024-06-07T14:40:33.631177+01:00,01HZSEVNFPZ7DNF34SY5G0EKE6,2024-06-07T14:40:33.631177+01:00,42,2024-06-07T14:40:33.631177+01:00,Round 42,2024-06-07T14:40:33.631177+01:00,1,2024-06-07T14:40:33.9394+01:00,false,2024-06-07T14:40:33.631177+01:00
01HZSH65ETCM445ZZHDJMC7QYS,01HZSH5TN747MRNQBYWKCAMNQH,2024-06-07T15:21:05.370683+01:00,3000,2024-06-07T15:21:05.370683+01:00,true,2024-06-07T15:32:07.436956+01:00,01HZSH5TPHX4XFJHM59FC8JH7H,2024-06-07T15:21:05.370683+01:00,50,2024-06-07T15:21:05.370683+01:00,Round 50,2024-06-07T15:21:05.370683+01:00,1,2024-06-07T15:21:06.077673+01:00,true,2024-06-07T15:32:00.467129+01:00
01HZSJ1Z4X0BEK0SR1NE17QT7F,01HZSJ1KX9KV3BX2EY6VQEAB6J,2024-06-07T15:36:16.413841+01:00,3000,2024-06-07T15:36:16.413841+01:00,true,2024-06-07T15:37:51.434276+01:00,01HZSJ1KY2QFPSG8X4JF0RDPFR,2024-06-07T15:36:16.413841+01:00,19,2024-06-07T15:36:16.413841+01:00,Round 19,2024-06-07T15:36:16.413841+01:00,1,2024-06-07T15:36:16.887382+01:00,true,2024-06-07T15:37:47.776096+01:00
01HZSM3C5N5X5A1EPKRQED8HW2,01HZSM33EY2XCHP3KBV9QTK0YY,2024-06-07T16:11:59.66977+01:00,3000,2024-06-07T16:11:59.66977+01:00,true,2024-06-07T16:12:30.494306+01:00,01HZSM33G3XR867PD9RPHE0PZR,2024-06-07T16:11:59.66977+01:00,2,2024-06-07T16:11:59.66977+01:00,Round 2,2024-06-07T16:11:59.66977+01:00,1,2024-06-07T16:11:59.983117+01:00,true,2024-06-07T16:12:26.003221+01:00
01HZMWMSCPJKN1HNBESMC9DBVE,01HZMWBSTKCF4358NMQNRWJ72G,2024-06-05T20:05:06.710084+01:00,3000,2024-06-05T20:05:06.710084+01:00,true,2024-06-05T20:15:53.954628+01:00,01HZMWBSV30XRF82ZM7CVVERGT,2024-06-05T20:05:06.710084+01:00,10,2024-06-05T20:05:06.710084+01:00,Round 10,2024-06-05T20:05:06.710084+01:00,1,2024-06-05T20:05:06.807684+01:00,true,2024-06-05T20:14:41.772002+01:00
01HZSJTMCYD5ZQ2X29VA6KCBRR,01HZSJTAPJW1A09GW14C8HDH3G,2024-06-07T15:49:44.606473+01:00,3000,2024-06-07T15:49:44.606473+01:00,true,2024-06-07T15:54:46.717447+01:00,01HZSJTAQSG36J436YAM13M893,2024-06-07T15:49:44.606473+01:00,24,2024-06-07T15:49:44.606473+01:00,Round 24,2024-06-07T15:49:44.606473+01:00,1,2024-06-07T15:49:45.224278+01:00,true,2024-06-07T15:54:39.506241+01:00
01HZSM3CCPEX3NCZ57NAKKPX0D,01HZSM33EY2XCHP3KBV9QTK0YY,2024-06-07T16:11:59.894461+01:00,3000,2024-06-07T16:11:59.894461+01:00,true,2024-06-07T16:22:21.194264+01:00,01HZSM33G3XR867PD9RPHE0PZR,2024-06-07T16:11:59.894461+01:00,46,2024-06-07T16:11:59.894461+01:00,Round 46,2024-06-07T16:11:59.894461+01:00,1,2024-06-07T16:12:00.840427+01:00,true,2024-06-07T16:22:19.067547+01:00
01HZH1NMBABG91RTK2MEKKRB9N,01HZH1KRR0J1XS5AZ53TMM3VEA,2024-06-04T08:15:59.466417+01:00,3000,2024-06-04T08:15:59.466417+01:00,true,2024-06-04T08:30:35.306871+01:00,01HZH1KRRJREHB0RVRS5TRPKQN,2024-06-04T08:15:59.466417+01:00,25,2024-06-04T08:15:59.466417+01:00,Round 25,2024-06-04T08:15:59.466417+01:00,1,2024-06-04T08:15:59.627242+01:00,true,2024-06-04T08:30:32.410548+01:00
01HZN00GPJAJ4MYZKET7AGKVT9,01HZN0050VDBNNEXHRP0AQ08YS,2024-06-05T21:03:56.755012+01:00,3000,2024-06-05T21:03:56.755012+01:00,true,2024-06-05T21:35:43.660511+01:00,01HZN0051C9YE3SMGZ7PTMNH0N,2024-06-05T21:03:56.755012+01:00,13,2024-06-05T21:03:56.755012+01:00,Round 13,2024-06-05T21:03:56.755012+01:00,1,2024-06-05T21:03:56.895454+01:00,true,2024-06-05T21:35:32.869471+01:00
01HZN350NAX3DY7GGY2TDAS7H3,01HZN32ABZ0GWY5J96DED1P3QC,2024-06-05T21:58:49.898655+01:00,,,false,2024-06-05T21:58:49.898655+01:00,01HZN32ACHFC97P7HVXVAA0JRC,2024-06-05T21:58:49.898655+01:00,51,2024-06-05T21:58:49.898655+01:00,afterRounds,2024-06-05T21:58:49.898655+01:00,2,2024-06-05T21:58:50.232458+01:00,false,2024-06-05T21:58:49.898655+01:00
01HZSFMJ9BDH5M8CYC709SA4DJ,01HZSFMAQQQHRT6XBHJV48DSKG,2024-06-07T14:54:00.107135+01:00,,,true,2024-06-07T14:54:20.425053+01:00,01HZSFMAR8H3RXQCYKK5562K1S,2024-06-07T14:54:00.107135+01:00,0,2024-06-07T14:54:00.107135+01:00,preRounds,2024-06-07T14:54:00.107135+01:00,3,2024-06-07T14:54:00.207513+01:00,true,2024-06-07T14:54:01.349991+01:00
01HZSGTG0C330E7NZPCNNQPCWR,01HZSGT7QNTFC0VX4G50G6AAAC,2024-06-07T15:14:42.956038+01:00,3000,2024-06-07T15:14:42.956038+01:00,true,2024-06-07T15:16:01.426951+01:00,01HZSGT7RC0HKT1MN5HQC4EGMK,2024-06-07T15:14:42.956038+01:00,24,2024-06-07T15:14:42.956038+01:00,Round 24,2024-06-07T15:14:42.956038+01:00,1,2024-06-07T15:14:43.330545+01:00,true,2024-06-07T15:15:59.70682+01:00
01HZHDJE2WGCH3CN1DJTB6XCSK,01HZHDH5HC2Y07710VWBHB3GPD,2024-06-04T11:43:57.660554+01:00,3000,2024-06-04T11:43:57.660554+01:00,true,2024-06-04T11:50:13.117369+01:00,01HZHDH5HQ5NPNCVSGWRZ5TM5T,2024-06-04T11:43:57.660554+01:00,17,2024-06-04T11:43:57.660554+01:00,Round 17,2024-06-04T11:43:57.660554+01:00,1,2024-06-04T11:43:57.908673+01:00,true,2024-06-04T11:50:08.740687+01:00
01HZYFEWMCMTH9P83B6AQ4PV1T,01HZYFDTT3D83F64EZV1WVJXF0,2024-06-09T13:27:06.252877+01:00,3000,2024-06-09T13:27:06.252877+01:00,true,2024-06-09T13:30:51.009456+01:00,01HZYFDTTNMSZSFAQBZWDH130V,2024-06-09T13:27:06.252877+01:00,35,2024-06-09T13:27:06.252877+01:00,Round 35,2024-06-09T13:27:06.252877+01:00,1,2024-06-09T13:27:06.604944+01:00,true,2024-06-09T13:30:48.523184+01:00
01HZSFMJBQSW78EV3PYSANDZWM,01HZSFMAQQQHRT6XBHJV48DSKG,2024-06-07T14:54:00.183989+01:00,3000,2024-06-07T14:54:00.183989+01:00,false,2024-06-07T14:54:00.183989+01:00,01HZSFMAR8H3RXQCYKK5562K1S,2024-06-07T14:54:00.183989+01:00,48,2024-06-07T14:54:00.183989+01:00,Round 48,2024-06-07T14:54:00.183989+01:00,1,2024-06-07T14:54:00.581849+01:00,false,2024-06-07T14:54:00.183989+01:00
01HZKWXE0W0J206WNVAH6JF3VQ,01HZKWX72H0EBBF5KPKPEE8638,2024-06-05T10:50:35.54826+01:00,3000,2024-06-05T10:50:35.54826+01:00,false,2024-06-05T10:50:35.54826+01:00,01HZKWX72Y12EXS3KRPV2MP4TQ,2024-06-05T10:50:35.54826+01:00,34,2024-06-05T10:50:35.54826+01:00,Round 34,2024-06-05T10:50:35.54826+01:00,1,2024-06-05T10:50:35.746672+01:00,false,2024-06-05T10:50:35.54826+01:00
01HZHDJE3RWS2G651CMB02RJX3,01HZHDH5HC2Y07710VWBHB3GPD,2024-06-04T11:43:57.688508+01:00,3000,2024-06-04T11:43:57.688508+01:00,true,2024-06-04T11:53:02.174647+01:00,01HZHDH5HQ5NPNCVSGWRZ5TM5T,2024-06-04T11:43:57.688508+01:00,41,2024-06-04T11:43:57.688508+01:00,Round 41,2024-06-04T11:43:57.688508+01:00,1,2024-06-04T11:43:58.111315+01:00,true,2024-06-04T11:52:58.990117+01:00
01HZHD2T2R7MANX1QT9JZQR1Q2,01HZHCJTZ02E2HB1TF67XQZQEB,2024-06-04T11:35:25.656865+01:00,3000,2024-06-04T11:35:25.656865+01:00,false,2024-06-04T11:35:25.656865+01:00,01HZHCJTZAKYGS2K0FNHA9EKRR,2024-06-04T11:35:25.656865+01:00,42,2024-06-04T11:35:25.656865+01:00,Round 42,2024-06-04T11:35:25.656865+01:00,1,2024-06-04T11:35:25.89022+01:00,false,2024-06-04T11:35:25.656865+01:00
01HZH1NMBE1QMJN38WKAT57XY4,01HZH1KRR0J1XS5AZ53TMM3VEA,2024-06-04T08:15:59.470413+01:00,3000,2024-06-04T08:15:59.470413+01:00,true,2024-06-04T08:32:22.373569+01:00,01HZH1KRRJREHB0RVRS5TRPKQN,2024-06-04T08:15:59.470413+01:00,45,2024-06-04T08:15:59.470413+01:00,Round 45,2024-06-04T08:15:59.470413+01:00,1,2024-06-04T08:15:59.72549+01:00,true,2024-06-04T08:32:19.776139+01:00
