id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,name,nameLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt
01HZFFZ8D5R8WD8TXXW6DY682Q,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.117942+01:00,3000,2024-06-03T17:47:26.117942+01:00,true,2024-06-03T17:51:12.078306+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.117942+01:00,29,2024-06-03T17:47:26.117942+01:00,Round 29,2024-06-03T17:47:26.117942+01:00,1,2024-06-03T17:47:26.325764+01:00,true,2024-06-03T17:51:09.251607+01:00
01HZFFZ8D8DVTC976VER3092W6,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.120304+01:00,3000,2024-06-03T17:47:26.120304+01:00,true,2024-06-03T17:51:40.91185+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.120304+01:00,33,2024-06-03T17:47:26.120304+01:00,Round 33,2024-06-03T17:47:26.120304+01:00,1,2024-06-03T17:47:26.344744+01:00,true,2024-06-03T17:51:38.429304+01:00
01HZFFZ8DR44DKWCC2BJ6CKFHC,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.137001+01:00,3000,2024-06-03T17:47:26.137001+01:00,true,2024-06-03T17:52:27.612145+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.137001+01:00,49,2024-06-03T17:47:26.137001+01:00,Round 49,2024-06-03T17:47:26.137001+01:00,1,2024-06-03T17:47:26.426887+01:00,true,2024-06-03T17:52:24.933502+01:00
01HZFFZ8D0H0RH161MX649JBZE,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.112174+01:00,3000,2024-06-03T17:47:26.112174+01:00,true,2024-06-03T17:48:38.016949+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.112174+01:00,4,2024-06-03T17:47:26.112174+01:00,Round 4,2024-06-03T17:47:26.112174+01:00,1,2024-06-03T17:47:26.18774+01:00,true,2024-06-03T17:48:35.054757+01:00
01HZFFZ8D32HEAT431SG7KF9PB,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.115195+01:00,3000,2024-06-03T17:47:26.115195+01:00,true,2024-06-03T17:50:25.368718+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.115195+01:00,20,2024-06-03T17:47:26.115195+01:00,Round 20,2024-06-03T17:47:26.115195+01:00,1,2024-06-03T17:47:26.278105+01:00,true,2024-06-03T17:50:14.73367+01:00
01HZFFZ8D32HEAT431VMYBVVFC,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.11591+01:00,3000,2024-06-03T17:47:26.11591+01:00,true,2024-06-03T17:50:35.629707+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.11591+01:00,24,2024-06-03T17:47:26.11591+01:00,Round 24,2024-06-03T17:47:26.11591+01:00,1,2024-06-03T17:47:26.299497+01:00,true,2024-06-03T17:50:33.333452+01:00
01HZFFZ8D5R8WD8TXXVCAR210R,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.117552+01:00,3000,2024-06-03T17:47:26.117552+01:00,true,2024-06-03T17:51:06.369609+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.117552+01:00,27,2024-06-03T17:47:26.117552+01:00,Round 27,2024-06-03T17:47:26.117552+01:00,1,2024-06-03T17:47:26.315031+01:00,true,2024-06-03T17:50:40.635067+01:00
01HZFFZ8D7MDM9YC2T37FFPWCR,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.119514+01:00,3000,2024-06-03T17:47:26.119514+01:00,true,2024-06-03T17:51:43.627865+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.119514+01:00,34,2024-06-03T17:47:26.119514+01:00,Round 34,2024-06-03T17:47:26.119514+01:00,1,2024-06-03T17:47:26.349882+01:00,true,2024-06-03T17:51:40.917302+01:00
01HZFFZ8D1KN25625JZHJZ31NY,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.114001+01:00,3000,2024-06-03T17:47:26.114001+01:00,true,2024-06-03T17:50:00.729916+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.114001+01:00,14,2024-06-03T17:47:26.114001+01:00,Round 14,2024-06-03T17:47:26.114001+01:00,1,2024-06-03T17:47:26.24077+01:00,true,2024-06-03T17:49:58.103773+01:00
01HZFFZ8D2HB53PR3P2WJT8VM7,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.114157+01:00,3000,2024-06-03T17:47:26.114157+01:00,true,2024-06-03T17:50:03.580959+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.114157+01:00,15,2024-06-03T17:47:26.114157+01:00,Round 15,2024-06-03T17:47:26.114157+01:00,1,2024-06-03T17:47:26.247783+01:00,true,2024-06-03T17:50:00.734414+01:00
01HZFFZ8D32HEAT431T0X18J0X,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.115395+01:00,3000,2024-06-03T17:47:26.115395+01:00,true,2024-06-03T17:50:28.213352+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.115395+01:00,21,2024-06-03T17:47:26.115395+01:00,Round 21,2024-06-03T17:47:26.115395+01:00,1,2024-06-03T17:47:26.283333+01:00,true,2024-06-03T17:50:25.373713+01:00
01HZFFZ8D5R8WD8TXXTVB5BH75,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.117336+01:00,3000,2024-06-03T17:47:26.117336+01:00,true,2024-06-03T17:50:40.629282+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.117336+01:00,26,2024-06-03T17:47:26.117336+01:00,Round 26,2024-06-03T17:47:26.117336+01:00,1,2024-06-03T17:47:26.30995+01:00,true,2024-06-03T17:50:38.117817+01:00
01HZFFZ8DQBAGJCBC8E8J0ZDY1,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.135611+01:00,3000,2024-06-03T17:47:26.135611+01:00,true,2024-06-03T17:52:22.462566+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.135611+01:00,47,2024-06-03T17:47:26.135611+01:00,Round 47,2024-06-03T17:47:26.135611+01:00,1,2024-06-03T17:47:26.417111+01:00,true,2024-06-03T17:52:19.983142+01:00
01HZFFZ8DSMX2EW3S9H88RT0CT,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.138606+01:00,,,true,2024-06-03T17:54:23.892002+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.138606+01:00,51,2024-06-03T17:47:26.138606+01:00,afterRounds,2024-06-03T17:47:26.138606+01:00,2,2024-06-03T17:47:26.437415+01:00,true,2024-06-03T17:52:33.826707+01:00
01HZFFZ8D8DVTC976VGDST4P9V,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.120803+01:00,3000,2024-06-03T17:47:26.120803+01:00,true,2024-06-03T17:51:51.211236+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.120803+01:00,37,2024-06-03T17:47:26.120803+01:00,Round 37,2024-06-03T17:47:26.120803+01:00,1,2024-06-03T17:47:26.365153+01:00,true,2024-06-03T17:51:48.749799+01:00
01HZFFZ8D0H0RH161MXQ9JR4NW,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.112396+01:00,3000,2024-06-03T17:47:26.112396+01:00,true,2024-06-03T17:48:35.04922+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.112396+01:00,3,2024-06-03T17:47:26.112396+01:00,Round 3,2024-06-03T17:47:26.112396+01:00,1,2024-06-03T17:47:26.183334+01:00,true,2024-06-03T17:48:32.022949+01:00
01HZFFZ8D1KN25625JX0MJ9MHG,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.113052+01:00,3000,2024-06-03T17:47:26.113052+01:00,true,2024-06-03T17:49:40.648306+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.113052+01:00,9,2024-06-03T17:47:26.113052+01:00,Round 9,2024-06-03T17:47:26.113052+01:00,1,2024-06-03T17:47:26.212936+01:00,true,2024-06-03T17:49:37.753735+01:00
01HZFFZ8D1KN25625JXG4TS0Q3,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.113206+01:00,3000,2024-06-03T17:47:26.113206+01:00,true,2024-06-03T17:49:37.746967+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.113206+01:00,8,2024-06-03T17:47:26.113206+01:00,Round 8,2024-06-03T17:47:26.113206+01:00,1,2024-06-03T17:47:26.208474+01:00,true,2024-06-03T17:49:35.219914+01:00
01HZFFZ8D2HB53PR3P37YM0SNJ,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.114337+01:00,3000,2024-06-03T17:47:26.114337+01:00,true,2024-06-03T17:50:06.498607+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.114337+01:00,16,2024-06-03T17:47:26.114337+01:00,Round 16,2024-06-03T17:47:26.114337+01:00,1,2024-06-03T17:47:26.254664+01:00,true,2024-06-03T17:50:03.585561+01:00
01HZFFZ8D64VHEPDRVFP23HWMD,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.118508+01:00,3000,2024-06-03T17:47:26.118508+01:00,true,2024-06-03T17:51:38.423828+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.118508+01:00,32,2024-06-03T17:47:26.118508+01:00,Round 32,2024-06-03T17:47:26.118508+01:00,1,2024-06-03T17:47:26.339334+01:00,true,2024-06-03T17:51:21.950771+01:00
01HZFFZ8D0H0RH161MYEW44RVH,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.112708+01:00,3000,2024-06-03T17:47:26.112708+01:00,true,2024-06-03T17:49:32.299255+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.112708+01:00,6,2024-06-03T17:47:26.112708+01:00,Round 6,2024-06-03T17:47:26.112708+01:00,1,2024-06-03T17:47:26.199216+01:00,true,2024-06-03T17:49:25.807203+01:00
01HZFFZ8D64VHEPDRVEPQSHR0Y,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.118131+01:00,3000,2024-06-03T17:47:26.118131+01:00,true,2024-06-03T17:51:21.94525+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.118131+01:00,31,2024-06-03T17:47:26.118131+01:00,Round 31,2024-06-03T17:47:26.118131+01:00,1,2024-06-03T17:47:26.334972+01:00,true,2024-06-03T17:51:19.139104+01:00
01HZFFZ8DSMX2EW3S9GQDED7EQ,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.137243+01:00,3000,2024-06-03T17:47:26.137243+01:00,true,2024-06-03T17:52:33.821641+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.137243+01:00,50,2024-06-03T17:47:26.137243+01:00,Round 50,2024-06-03T17:47:26.137243+01:00,1,2024-06-03T17:47:26.431411+01:00,true,2024-06-03T17:52:27.61647+01:00
01HZFFZ8D0H0RH161MYXQZ661C,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.112911+01:00,3000,2024-06-03T17:47:26.112911+01:00,true,2024-06-03T17:49:35.214303+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.112911+01:00,7,2024-06-03T17:47:26.112911+01:00,Round 7,2024-06-03T17:47:26.112911+01:00,1,2024-06-03T17:47:26.203416+01:00,true,2024-06-03T17:49:32.304358+01:00
01HZFFZ8DNH6R00PMCE499C4H1,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.133362+01:00,3000,2024-06-03T17:47:26.133362+01:00,true,2024-06-03T17:52:06.246074+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.133362+01:00,41,2024-06-03T17:47:26.133362+01:00,Round 41,2024-06-03T17:47:26.133362+01:00,1,2024-06-03T17:47:26.386656+01:00,true,2024-06-03T17:52:03.803447+01:00
01HZFFZ8DQBAGJCBC8DR0R0Z1X,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.135426+01:00,3000,2024-06-03T17:47:26.135426+01:00,true,2024-06-03T17:52:09.049015+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.135426+01:00,42,2024-06-03T17:47:26.135426+01:00,Round 42,2024-06-03T17:47:26.135426+01:00,1,2024-06-03T17:47:26.393381+01:00,true,2024-06-03T17:52:06.251932+01:00
01HZFFZ8D1KN25625JY6NW7TKX,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.113504+01:00,3000,2024-06-03T17:47:26.113504+01:00,true,2024-06-03T17:49:55.497065+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.113504+01:00,12,2024-06-03T17:47:26.113504+01:00,Round 12,2024-06-03T17:47:26.113504+01:00,1,2024-06-03T17:47:26.227458+01:00,true,2024-06-03T17:49:52.591306+01:00
01HZFFZ8D5R8WD8TXXTE0JV33D,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.117184+01:00,3000,2024-06-03T17:47:26.117184+01:00,true,2024-06-03T17:50:38.112114+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.117184+01:00,25,2024-06-03T17:47:26.117184+01:00,Round 25,2024-06-03T17:47:26.117184+01:00,1,2024-06-03T17:47:26.30466+01:00,true,2024-06-03T17:50:35.634522+01:00
01HZFFZ8DR44DKWCC2B5TFKX0A,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.136811+01:00,3000,2024-06-03T17:47:26.136811+01:00,true,2024-06-03T17:52:24.928601+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.136811+01:00,48,2024-06-03T17:47:26.136811+01:00,Round 48,2024-06-03T17:47:26.136811+01:00,1,2024-06-03T17:47:26.421927+01:00,true,2024-06-03T17:52:22.469022+01:00
01HZFFZ8DP2YD6EH4TD42FH7XD,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.13476+01:00,3000,2024-06-03T17:47:26.13476+01:00,true,2024-06-03T17:52:12.045475+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.13476+01:00,43,2024-06-03T17:47:26.13476+01:00,Round 43,2024-06-03T17:47:26.13476+01:00,1,2024-06-03T17:47:26.398126+01:00,true,2024-06-03T17:52:09.054554+01:00
01HZFFZ8D1KN25625JYMXWAHED,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.113646+01:00,3000,2024-06-03T17:47:26.113646+01:00,true,2024-06-03T17:49:52.58475+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.113646+01:00,11,2024-06-03T17:47:26.113646+01:00,Round 11,2024-06-03T17:47:26.113646+01:00,1,2024-06-03T17:47:26.221659+01:00,true,2024-06-03T17:49:50.039469+01:00
01HZFFZ8D2HB53PR3P3R94W3QJ,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.114557+01:00,3000,2024-06-03T17:47:26.114557+01:00,true,2024-06-03T17:50:09.330102+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.114557+01:00,17,2024-06-03T17:47:26.114557+01:00,Round 17,2024-06-03T17:47:26.114557+01:00,1,2024-06-03T17:47:26.260242+01:00,true,2024-06-03T17:50:06.504567+01:00
01HZFFZ8D2HB53PR3P4QD6XDV4,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.114931+01:00,3000,2024-06-03T17:47:26.114931+01:00,true,2024-06-03T17:50:14.728951+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.114931+01:00,19,2024-06-03T17:47:26.114931+01:00,Round 19,2024-06-03T17:47:26.114931+01:00,1,2024-06-03T17:47:26.272459+01:00,true,2024-06-03T17:50:12.001749+01:00
01HZFFZ8D5R8WD8TXXVSWPG5Z6,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.117765+01:00,3000,2024-06-03T17:47:26.117765+01:00,true,2024-06-03T17:51:09.246268+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.117765+01:00,28,2024-06-03T17:47:26.117765+01:00,Round 28,2024-06-03T17:47:26.117765+01:00,1,2024-06-03T17:47:26.32052+01:00,true,2024-06-03T17:51:06.37488+01:00
01HZFFZ8DNH6R00PMCEPJABCK2,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.133906+01:00,3000,2024-06-03T17:47:26.133906+01:00,true,2024-06-03T17:52:03.798699+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.133906+01:00,40,2024-06-03T17:47:26.133906+01:00,Round 40,2024-06-03T17:47:26.133906+01:00,1,2024-06-03T17:47:26.378608+01:00,true,2024-06-03T17:51:56.317612+01:00
01HZFFZ8DNH6R00PMCDMY5X6DM,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.133031+01:00,3000,2024-06-03T17:47:26.133031+01:00,true,2024-06-03T17:51:53.751473+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.133031+01:00,38,2024-06-03T17:47:26.133031+01:00,Round 38,2024-06-03T17:47:26.133031+01:00,1,2024-06-03T17:47:26.369585+01:00,true,2024-06-03T17:51:51.217012+01:00
01HZFFZ8DQBAGJCBC8EWKJXKRG,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.135988+01:00,3000,2024-06-03T17:47:26.135988+01:00,true,2024-06-03T17:52:14.76109+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.135988+01:00,44,2024-06-03T17:47:26.135988+01:00,Round 44,2024-06-03T17:47:26.135988+01:00,1,2024-06-03T17:47:26.403189+01:00,true,2024-06-03T17:52:12.050525+01:00
01HZFFZ8CZ12F7XK1H03B4N49Y,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.111983+01:00,3000,2024-06-03T17:47:26.111983+01:00,true,2024-06-03T17:48:32.016863+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.111983+01:00,2,2024-06-03T17:47:26.111983+01:00,Round 2,2024-06-03T17:47:26.111983+01:00,1,2024-06-03T17:47:26.178491+01:00,true,2024-06-03T17:48:28.33907+01:00
01HZFFZ8D8DVTC976VFW5FS0YR,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.12068+01:00,3000,2024-06-03T17:47:26.12068+01:00,true,2024-06-03T17:51:46.21174+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.12068+01:00,35,2024-06-03T17:47:26.12068+01:00,Round 35,2024-06-03T17:47:26.12068+01:00,1,2024-06-03T17:47:26.355621+01:00,true,2024-06-03T17:51:43.632542+01:00
01HZFFZ8CTDZB8ME3WFAMN0BCS,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.106197+01:00,3000,2024-06-03T17:47:26.106197+01:00,true,2024-06-03T17:48:28.333275+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.106197+01:00,1,2024-06-03T17:47:26.106197+01:00,Round 1,2024-06-03T17:47:26.106197+01:00,1,2024-06-03T17:47:26.173006+01:00,true,2024-06-03T17:48:24.974397+01:00
01HZFFZ8D32HEAT431V2ECKHRF,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.115743+01:00,3000,2024-06-03T17:47:26.115743+01:00,true,2024-06-03T17:50:33.328413+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.115743+01:00,23,2024-06-03T17:47:26.115743+01:00,Round 23,2024-06-03T17:47:26.115743+01:00,1,2024-06-03T17:47:26.294673+01:00,true,2024-06-03T17:50:30.717011+01:00
01HZFFZ8DR44DKWCC2A3A4S79V,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:26.13622+01:00,3000,2024-06-03T17:47:26.13622+01:00,true,2024-06-03T17:52:17.329205+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:26.13622+01:00,45,2024-06-03T17:47:26.13622+01:00,Round 45,2024-06-03T17:47:26.13622+01:00,1,2024-06-03T17:47:26.407757+01:00,true,2024-06-03T17:52:14.766061+01:00
