id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01HZFG73WV9K8610ZZRYSK1TPE,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:43.643541+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:43.643541+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:43.643541+01:00,01HZFFZ8D8DVTC976VFW5FS0YR,2024-06-03T17:51:43.643541+01:00,01HZFFZ8MHMZ4S9Q408WPNJ12N,2024-06-03T17:51:43.643541+01:00,true,2024-06-03T17:51:46.20383+01:00
01HZFG1BQW0A60NP28MGXYFBFG,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:48:35.06862+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:48:35.06862+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:48:35.06862+01:00,01HZFFZ8D0H0RH161MX649JBZE,2024-06-03T17:48:35.06862+01:00,01HZFFZ8FA39G1KJD4STHTSA9X,2024-06-03T17:48:35.06862+01:00,true,2024-06-03T17:48:38.006673+01:00
01HZFG3BSSNM3EC2T4K395CKHQ,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:49:40.665394+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:49:40.665394+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:49:40.665394+01:00,01HZFFZ8D1KN25625JXSMGET09,2024-06-03T17:49:40.665394+01:00,01HZFFZ8G78QHPHPSHYA007QY4,2024-06-03T17:49:40.665394+01:00,true,2024-06-03T17:49:50.025327+01:00
01HZFG89TF8R4D6ZJCZW7V6ZV0,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:22.47938+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:22.47938+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:22.47938+01:00,01HZFFZ8DR44DKWCC2B5TFKX0A,2024-06-03T17:52:22.47938+01:00,01HZFFZ8PMQBHPCY8DNWEYE0CG,2024-06-03T17:52:22.47938+01:00,true,2024-06-03T17:52:24.920764+01:00
01HZFG5ZGMM42BNTAY110VAANX,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:06.388956+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:06.388956+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:06.388956+01:00,01HZFFZ8D5R8WD8TXXVSWPG5Z6,2024-06-03T17:51:06.388956+01:00,01HZFFZ8KEJG4W3B99ZEZ7RKMJ,2024-06-03T17:51:06.388956+01:00,true,2024-06-03T17:51:09.237696+01:00
01HZFG6YTAKP00GF5DS5BDBF7P,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:38.442381+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:38.442381+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:38.442381+01:00,01HZFFZ8D8DVTC976VER3092W6,2024-06-03T17:51:38.442381+01:00,01HZFFZ8M5E8PQD1DJ8W7EB6KD,2024-06-03T17:51:38.442381+01:00,true,2024-06-03T17:51:40.903757+01:00
01HZFG7SZV89D2HRJTY3MY4SFV,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:06.267223+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:06.267223+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:06.267223+01:00,01HZFFZ8DQBAGJCBC8DR0R0Z1X,2024-06-03T17:52:06.267223+01:00,01HZFFZ8NQFC6SH03PK8FR5BD8,2024-06-03T17:52:06.267223+01:00,true,2024-06-03T17:52:09.039464+01:00
01HZFG87CTFVRXGRS6MRBC22AV,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:19.994486+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:19.994486+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:19.994486+01:00,01HZFFZ8DQBAGJCBC8E8J0ZDY1,2024-06-03T17:52:19.994486+01:00,01HZFFZ8PFA6J8KR6EC445F6J2,2024-06-03T17:52:19.994486+01:00,true,2024-06-03T17:52:22.453947+01:00
01HZFFZ9JS2WJJQ7TR21B3161P,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:27.321234+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:27.321234+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:47:27.321234+01:00,01HZFFZ8CSVW4ERDMR3W5H0G1D,2024-06-03T17:47:27.321234+01:00,01HZFFZ8EH5ZKZ6W912ZMHAKND,2024-06-03T17:47:27.321234+01:00,true,2024-06-03T17:47:29.142772+01:00
01HZFFZNBRXAE9WQD3HG98VGV7,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:39.384236+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:39.384236+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:47:39.384236+01:00,01HZFFZ8CSVW4ERDMR3W5H0G1D,2024-06-03T17:47:39.384236+01:00,01HZFFZ8EJECT3A4GK8NTMB226,2024-06-03T17:47:39.384236+01:00,true,2024-06-03T17:48:24.955777+01:00
01HZFG4ADDF2KPGPDBX5MZHNN0,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:12.013143+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:12.013143+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:12.013143+01:00,01HZFFZ8D2HB53PR3P4QD6XDV4,2024-06-03T17:50:12.013143+01:00,01HZFFZ8HYHKP8ZKHPK0F4DHZE,2024-06-03T17:50:12.013143+01:00,true,2024-06-03T17:50:14.721424+01:00
01HZFG4T86TPCJ997KPY5ZZ6P1,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:28.230918+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:28.230918+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:28.230918+01:00,01HZFFZ8D32HEAT431TFTR7P24,2024-06-03T17:50:28.230918+01:00,01HZFFZ8JEE9CNQ1SZXHHANWXQ,2024-06-03T17:50:28.230918+01:00,true,2024-06-03T17:50:30.704444+01:00
01HZFG4Z80D07FE5NCX9N7HGCJ,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:33.344618+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:33.344618+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:33.344618+01:00,01HZFFZ8D32HEAT431VMYBVVFC,2024-06-03T17:50:33.344618+01:00,01HZFFZ8JSEXE93ANG1JMCCSFW,2024-06-03T17:50:33.344618+01:00,true,2024-06-03T17:50:35.620968+01:00
01HZFG1EMMCF97H5SQ18YPE7YG,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:48:38.036385+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:48:38.036385+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:48:38.036385+01:00,01HZFFZ8D0H0RH161MY6ZRJJ24,2024-06-03T17:48:38.036385+01:00,01HZFFZ8FEMV9F8TS351A3V6HR,2024-06-03T17:48:38.036385+01:00,true,2024-06-03T17:49:25.791611+01:00
01HZFG451NWPFQ4RQQ319E0SZ3,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:06.517717+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:06.517717+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:06.517717+01:00,01HZFFZ8D2HB53PR3P3R94W3QJ,2024-06-03T17:50:06.517717+01:00,01HZFFZ8HJT0J8KV2DSQY4MM45,2024-06-03T17:50:06.517717+01:00,true,2024-06-03T17:50:09.322303+01:00
01HZFG76DKMVS0MSHFQT88J7DT,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:46.227722+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:46.227722+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:46.227722+01:00,01HZFFZ8D8DVTC976VFBW4C2RJ,2024-06-03T17:51:46.227722+01:00,01HZFFZ8MPMHATDDSMW0M2VRRY,2024-06-03T17:51:46.227722+01:00,true,2024-06-03T17:51:48.737719+01:00
01HZFG7B9VP0TZZKCYJPPQC1T8,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:51.227943+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:51.227943+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:51.227943+01:00,01HZFFZ8DNH6R00PMCDMY5X6DM,2024-06-03T17:51:51.227943+01:00,01HZFFZ8MZ1BACPSM1TY9B5AFM,2024-06-03T17:51:51.227943+01:00,true,2024-06-03T17:51:53.743065+01:00
01HZFG11WW7SJSY64878KXGPHW,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:48:24.988239+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:48:24.988239+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:48:24.988239+01:00,01HZFFZ8CTDZB8ME3WFAMN0BCS,2024-06-03T17:48:24.988239+01:00,01HZFFZ8ETJ501VQWKQWKEDAWT,2024-06-03T17:48:24.988239+01:00,true,2024-06-03T17:48:28.323699+01:00
01HZFG8MXF49QZCR8K3WQCK8BP,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:33.839826+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:33.839826+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:33.839826+01:00,01HZFFZ8DSMX2EW3S9H88RT0CT,2024-06-03T17:52:33.839826+01:00,01HZFFZ8Q35P1R0HXAC9TYZYCJ,2024-06-03T17:52:33.839826+01:00,true,2024-06-03T17:53:06.138895+01:00
01HZFG33MYDH91ZA2RV3528VTA,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:49:32.318856+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:49:32.318856+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:49:32.318856+01:00,01HZFFZ8D0H0RH161MYXQZ661C,2024-06-03T17:49:32.318856+01:00,01HZFFZ8FSXYGAY91MW9TX5GRV,2024-06-03T17:49:32.318856+01:00,true,2024-06-03T17:49:35.205791+01:00
01HZFG36G1HK41QS9ETCSR3XMJ,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:49:35.233886+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:49:35.233886+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:49:35.233886+01:00,01HZFFZ8D1KN25625JXG4TS0Q3,2024-06-03T17:49:35.233886+01:00,01HZFFZ8FY3FNC1WSMMMJVZ1ZR,2024-06-03T17:49:35.233886+01:00,true,2024-06-03T17:49:37.738615+01:00
01HZFG38Z8FR78WQXAGGXGFH7W,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:49:37.768635+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:49:37.768635+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:49:37.768635+01:00,01HZFFZ8D1KN25625JX0MJ9MHG,2024-06-03T17:49:37.768635+01:00,01HZFFZ8G3R0TXZEQPT9G9J3AS,2024-06-03T17:49:37.768635+01:00,true,2024-06-03T17:49:40.639752+01:00
01HZFG3QEYDR2ZGVY5NJ2KKFZS,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:49:52.606833+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:49:52.606833+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:49:52.606833+01:00,01HZFFZ8D1KN25625JY6NW7TKX,2024-06-03T17:49:52.606833+01:00,01HZFFZ8GHHJQEHMFHVJ8CXDER,2024-06-03T17:49:52.606833+01:00,true,2024-06-03T17:49:55.488552+01:00
01HZFG53XJ293Y1W3DJBHMWSTQ,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:38.130141+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:38.130141+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:38.130141+01:00,01HZFFZ8D5R8WD8TXXTVB5BH75,2024-06-03T17:50:38.130141+01:00,01HZFFZ8K3EVWGFB6K20N21VRG,2024-06-03T17:50:38.130141+01:00,true,2024-06-03T17:50:40.6211+01:00
01HZFG78WVEVBP9VZSFV7PE8S1,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:48.763222+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:48.763222+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:48.763222+01:00,01HZFFZ8D8DVTC976VGDST4P9V,2024-06-03T17:51:48.763222+01:00,01HZFFZ8MV37ADZ2XE4BRS4268,2024-06-03T17:51:48.763222+01:00,true,2024-06-03T17:51:51.203291+01:00
01HZFG3ZD93G1V6WKNHPD6YFKK,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:00.745295+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:00.745295+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:00.745295+01:00,01HZFFZ8D2HB53PR3P2WJT8VM7,2024-06-03T17:50:00.745295+01:00,01HZFFZ8H4SW6Y01N7SAXDGMKV,2024-06-03T17:50:00.745295+01:00,true,2024-06-03T17:50:03.573069+01:00
01HZFG4QFAHXVVC8RAJ57F8TJS,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:25.386414+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:25.386414+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:25.386414+01:00,01HZFFZ8D32HEAT431T0X18J0X,2024-06-03T17:50:25.386414+01:00,01HZFFZ8J9JCDKP0ZVKJFH5QHP,2024-06-03T17:50:25.386414+01:00,true,2024-06-03T17:50:28.205012+01:00
01HZFG1561GDW2W9Z9N80QA0TE,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:48:28.353671+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:48:28.353671+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:48:28.353671+01:00,01HZFFZ8CZ12F7XK1H03B4N49Y,2024-06-03T17:48:28.353671+01:00,01HZFFZ8F0Z4X0D9KB7KWFRQXS,2024-06-03T17:48:28.353671+01:00,true,2024-06-03T17:48:32.007903+01:00
01HZFG4D2R8NKBYE3BT17REW1K,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:14.744919+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:14.744919+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:14.744919+01:00,01HZFFZ8D32HEAT431SG7KF9PB,2024-06-03T17:50:14.744919+01:00,01HZFFZ8J4FE08ZZ9XMTQ8VW9Q,2024-06-03T17:50:14.744919+01:00,true,2024-06-03T17:50:25.3577+01:00
01HZFG84T14Q2Q4F667J5VM1DS,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:17.34582+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:17.34582+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:17.34582+01:00,01HZFFZ8DR44DKWCC2AKF73SQG,2024-06-03T17:52:17.34582+01:00,01HZFFZ8PANKNPDK78TDBD0MNC,2024-06-03T17:52:17.34582+01:00,true,2024-06-03T17:52:19.970619+01:00
01HZFG9MFCBNVWW2PGCY8F0EP7,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:53:06.156728+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:53:06.156728+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:53:06.156728+01:00,01HZFFZ8DSMX2EW3S9H88RT0CT,2024-06-03T17:53:06.156728+01:00,01HZFFZ8Q35P1R0HXACZDK13JX,2024-06-03T17:53:06.156728+01:00,true,2024-06-03T17:54:23.880331+01:00
01HZFFZBC42BP58JEXKN6ZMZMW,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:29.156329+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:29.156329+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:47:29.156329+01:00,01HZFFZ8CSVW4ERDMR3W5H0G1D,2024-06-03T17:47:29.156329+01:00,01HZFFZ8EJECT3A4GK855Y3B84,2024-06-03T17:47:29.156329+01:00,true,2024-06-03T17:47:39.365238+01:00
01HZFG56C61M7S75VGR00GS4YN,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:40.646049+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:40.646049+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:40.646049+01:00,01HZFFZ8D5R8WD8TXXVCAR210R,2024-06-03T17:50:40.646049+01:00,01HZFFZ8K9MXEV2HAATX7S2HYD,2024-06-03T17:50:40.646049+01:00,true,2024-06-03T17:51:06.359038+01:00
01HZFG8EVB6RWKFPXAXK2NCC66,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:27.627021+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:27.627021+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:27.627021+01:00,01HZFFZ8DSMX2EW3S9GQDED7EQ,2024-06-03T17:52:27.627021+01:00,01HZFFZ8PXZFP03E9H68088HGC,2024-06-03T17:52:27.627021+01:00,true,2024-06-03T17:52:33.806312+01:00
01HZFG2X9W3BSDAA2R6MCQ1MHW,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:49:25.820989+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:49:25.820989+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:49:25.820989+01:00,01HZFFZ8D0H0RH161MYEW44RVH,2024-06-03T17:49:25.820989+01:00,01HZFFZ8FNV4CKHE0E4WQAAK1V,2024-06-03T17:49:25.820989+01:00,true,2024-06-03T17:49:32.289236+01:00
01HZFG7DS71V3E8CW596SJR4D1,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:53.767244+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:53.767244+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:53.767244+01:00,01HZFFZ8DP2YD6EH4TCNGBVRMS,2024-06-03T17:51:53.767244+01:00,01HZFFZ8N4VTEXAK243J7WAA31,2024-06-03T17:51:53.767244+01:00,true,2024-06-03T17:51:56.30379+01:00
01HZFG51FX95ZK3Q88AP02RZCG,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:35.645447+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:35.645447+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:35.645447+01:00,01HZFFZ8D5R8WD8TXXTE0JV33D,2024-06-03T17:50:35.645447+01:00,01HZFFZ8JY3BEKPE10AQKJWYQE,2024-06-03T17:50:35.645447+01:00,true,2024-06-03T17:50:38.104534+01:00
01HZFG7QK85EXT4MFB9HAP7XDF,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:03.816981+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:03.816981+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:03.816981+01:00,01HZFFZ8DNH6R00PMCE499C4H1,2024-06-03T17:52:03.816981+01:00,01HZFFZ8NGBXJ2CR25DBM25BY6,2024-06-03T17:52:03.816981+01:00,true,2024-06-03T17:52:06.237157+01:00
01HZFG7WQBFD7VCBMT2KXB059D,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:09.068003+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:09.068003+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:09.068003+01:00,01HZFFZ8DP2YD6EH4TD42FH7XD,2024-06-03T17:52:09.068003+01:00,01HZFFZ8NW5MP7YGRPPPH164R9,2024-06-03T17:52:09.068003+01:00,true,2024-06-03T17:52:12.037327+01:00
01HZFG426CGWT5GJJRPYE0Z4KH,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:03.596971+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:03.596971+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:03.596971+01:00,01HZFFZ8D2HB53PR3P37YM0SNJ,2024-06-03T17:50:03.596971+01:00,01HZFFZ8HC07X2WEYTZC7W28HJ,2024-06-03T17:50:03.596971+01:00,true,2024-06-03T17:50:06.489574+01:00
