id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01J06ZFPRNYVQ28MK90Z04S9C9,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Solo"",""desc"":""Single-player Game"",""factors"":{""numSwipes"":50,""playerCount"":1}},""count"":2}]}}",2024-06-12T20:41:05.685964+01:00,all games finished,2024-06-12T20:46:49.828117+01:00,true,2024-06-12T20:41:05.704303+01:00,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-06-12T20:41:05.685964+01:00,ended,2024-06-12T20:46:49.828117+01:00
01J06ZVYX29WPXCQDBQTMM19EZ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Solo"",""desc"":""Single-player Game"",""factors"":{""numSwipes"":50,""playerCount"":1}},""count"":2}]}}",2024-06-12T20:47:47.234946+01:00,all games finished,2024-06-12T20:53:41.479746+01:00,true,2024-06-12T20:47:47.24714+01:00,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-06-12T20:47:47.234946+01:00,ended,2024-06-12T20:53:41.479746+01:00
