id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,roundIndex,roundIndexLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01J0GB96Y0DRVHTR80GMKNWZSJ,1,2024-06-16T11:00:54.676270525Z,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:00:25.665048179Z,true,2024-06-16T11:02:05.50242727Z,end of game,2024-06-16T11:02:05.521389039Z,01J0GB970H2KWSG48TR0Q98HZF,2024-06-16T11:00:25.748841516Z,01J0GBA38X98PJJYFWJDWTS4BT,2024-06-16T11:00:54.694141928Z,2,2024-06-16T11:00:54.724871406Z,null,2024-06-16T11:02:05.50242727Z,true,2024-06-16T11:00:54.676270525Z,true,2024-06-16T11:00:54.676270525Z,ended,2024-06-16T11:02:05.521389039Z,"{""numSwipes"":15,""playerCount"":1}",2024-06-16T11:00:25.665048179Z,SoloTestShort,2024-06-16T11:00:25.665048179Z
01J0GB96Y3KJMXZEK2KTB077C4,1,2024-06-16T11:02:44.982409785Z,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:00:25.667277575Z,true,2024-06-16T11:03:55.788872481Z,end of game,2024-06-16T11:03:55.801505412Z,01J0GB96ZAW9BHF66HZTT353VJ,2024-06-16T11:00:25.710921493Z,01J0GBDEZW8BS45Z5XSHZ1TREG,2024-06-16T11:02:44.993891702Z,2,2024-06-16T11:02:45.025033453Z,null,2024-06-16T11:03:55.788872481Z,true,2024-06-16T11:02:44.982409785Z,true,2024-06-16T11:02:44.982409785Z,ended,2024-06-16T11:03:55.801505412Z,"{""numSwipes"":15,""playerCount"":1}",2024-06-16T11:00:25.667277575Z,SoloTestShort,2024-06-16T11:00:25.667277575Z
