id,chosenProfile,chosenProfileLastChangedAt,dislikedProfiles,dislikedProfilesLastChangedAt,ended,endedLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,introDone,introDoneLastChangedAt,likedProfiles,likedProfilesLastChangedAt,nextRecommendations,nextRecommendationsLastChangedAt,opponentIDs,opponentIDsLastChangedAt,ownProfileID,ownProfileIDLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,roundsPlayed,roundsPlayedLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt
01J0GBA0JG281G5XDXEA05470D,109,2024-06-16T11:03:02.79557501Z,"[164,104,115,20,152,166,144,191,77,160,228,192,141,75,120,184,187,196,118,224,68,113,158,54,4,190,73,93,154,216]",2024-06-16T11:03:35.986459715Z,game ended,2024-06-16T11:03:55.807768694Z,true,2024-06-16T11:02:07.008535178Z,"{""feedback"":""""}",2024-06-16T11:02:07.007988317Z,01J0GB96Y3KJMXZEK2KTB077C4,2024-06-16T11:02:41.567604344Z,true,2024-06-16T11:02:44.97705506Z,"[202,150,176,64,96,161,30,89,177,239,188,36,72,178,170,210,169,22,49,46,129,81,124,134,151,39,110,215,7,102]",2024-06-16T11:03:35.986459715Z,"[102,216]",2024-06-16T11:03:34.373125996Z,"[202,164,150,104,176,115,64,20,96,152,161,166,30,144,89,191,177,77,239,160,188,228,36,192,72,141,178,75,170,120,210,184,169,187,22,196,49,118,46,224,129,68,81,113,124,158,134,54,151,4,39,190,110,73,215,93,7,154,102,216]",2024-06-16T11:03:35.967134978Z,1,2024-06-16T11:01:12.744852276Z,01J0GBA0GH2XX0AZW2WS46QZBK,2024-06-16T11:00:51.920456734Z,servertest1,2024-06-16T11:00:51.920456734Z,32,2024-06-16T11:03:36.003925799Z,"{""numSwipes"":15,""playerCount"":1}",2024-06-16T11:02:41.567604344Z,SoloTestShort,2024-06-16T11:02:41.567604344Z,{},2024-06-16T11:00:51.959421115Z
