id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01J0GBA3DJ9A0ATRF3SE8R201J,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:00:54.835148327Z,3000,2024-06-16T11:00:54.835148327Z,true,2024-06-16T11:01:16.055014025Z,01J0GB96Y0DRVHTR80GMKNWZSJ,2024-06-16T11:00:54.835148327Z,1,2024-06-16T11:00:54.835148327Z,true,2024-06-16T11:01:14.47977727Z,swipeProfile_2,2024-06-16T11:00:54.835148327Z,01J0GBA3A1Q1A58VNC7QP16FGQ,2024-06-16T11:00:54.835148327Z,true,2024-06-16T11:01:14.463980246Z,true,2024-06-16T11:01:14.496672887Z,01J0GBA3BHHKBE5NV3PAE2MJDW,2024-06-16T11:00:54.835148327Z
01J0GBA3DH1PTXHJKAC44EHX2S,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:00:54.834007513Z,3000,2024-06-16T11:00:54.834007513Z,true,2024-06-16T11:01:14.454748414Z,01J0GB96Y0DRVHTR80GMKNWZSJ,2024-06-16T11:00:54.834007513Z,0,2024-06-16T11:00:54.834007513Z,true,2024-06-16T11:01:12.767085476Z,swipeProfile_1,2024-06-16T11:00:54.834007513Z,01J0GBA3A1Q1A58VNC7QP16FGQ,2024-06-16T11:00:54.834007513Z,true,2024-06-16T11:01:12.749484944Z,true,2024-06-16T11:01:12.802713452Z,01J0GBA3BDYAAWMGAGE8NPY1M6,2024-06-16T11:00:54.834007513Z
01J0GBA3DKCVG5SWJTFBKCRV9Z,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:00:54.835941812Z,3000,2024-06-16T11:00:54.835941812Z,true,2024-06-16T11:01:25.54396683Z,01J0GB96Y0DRVHTR80GMKNWZSJ,2024-06-16T11:00:54.835941812Z,4,2024-06-16T11:00:54.835941812Z,true,2024-06-16T11:01:19.135308074Z,swipeProfile_5,2024-06-16T11:00:54.835941812Z,01J0GBA3A1Q1A58VNC7QP16FGQ,2024-06-16T11:00:54.835941812Z,true,2024-06-16T11:01:19.123525939Z,true,2024-06-16T11:01:19.156279488Z,01J0GBA3BYCC1CYTN4H9T0D2D7,2024-06-16T11:00:54.835941812Z
01J0GBA3ETVVECB7YSJRYKE41C,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:00:54.874730695Z,3000,2024-06-16T11:00:54.874730695Z,true,2024-06-16T11:01:57.343631511Z,01J0GB96Y0DRVHTR80GMKNWZSJ,2024-06-16T11:00:54.874730695Z,0,2024-06-16T11:00:54.874730695Z,true,2024-06-16T11:01:45.568789224Z,endSurveyRecommendationSystem,2024-06-16T11:00:54.874730695Z,01J0GBA3A7VJWGTDWD4WABA39C,2024-06-16T11:00:54.874730695Z,true,2024-06-16T11:01:45.555076487Z,true,2024-06-16T11:01:45.577494423Z,01J0GBA3EJ5ND6WKPGT2JAWFM2,2024-06-16T11:00:54.874730695Z
01J0GBDF1REHN58KXHX85H675S,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:02:45.048635074Z,3000,2024-06-16T11:02:45.048635074Z,true,2024-06-16T11:02:46.907938609Z,01J0GB96Y3KJMXZEK2KTB077C4,2024-06-16T11:02:45.048635074Z,0,2024-06-16T11:02:45.048635074Z,true,2024-06-16T11:02:45.778326544Z,explanation,2024-06-16T11:02:45.048635074Z,01J0GBDF0TN3HP6FD5KMWPK68M,2024-06-16T11:02:45.048635074Z,true,2024-06-16T11:02:45.722796582Z,true,2024-06-16T11:02:45.791039438Z,01J0GBDF19XD7VY8DHP9YBHRNH,2024-06-16T11:02:45.048635074Z
01J0GBDF421TVXTF5E3T63E9P4,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:02:45.122009849Z,3000,2024-06-16T11:02:45.122009849Z,true,2024-06-16T11:03:20.118058715Z,01J0GB96Y3KJMXZEK2KTB077C4,2024-06-16T11:02:45.122009849Z,8,2024-06-16T11:02:45.122009849Z,true,2024-06-16T11:03:18.903807328Z,swipeProfile_9,2024-06-16T11:02:45.122009849Z,01J0GBDF118DRTYQZCSGFZK36G,2024-06-16T11:02:45.122009849Z,true,2024-06-16T11:03:18.887682924Z,true,2024-06-16T11:03:18.939184381Z,01J0GBDF32JVDKK2NKVWY1TB3E,2024-06-16T11:02:45.122009849Z
01J0GBA3B0EX9X0498XJ3TESAK,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:00:54.752166378Z,3000,2024-06-16T11:00:54.752166378Z,true,2024-06-16T11:00:56.933632683Z,01J0GB96Y0DRVHTR80GMKNWZSJ,2024-06-16T11:00:54.752166378Z,0,2024-06-16T11:00:54.752166378Z,true,2024-06-16T11:00:55.552205976Z,explanation,2024-06-16T11:00:54.752166378Z,01J0GBA3A08F5XDXEYA71F5R73,2024-06-16T11:00:54.752166378Z,true,2024-06-16T11:00:55.491128727Z,true,2024-06-16T11:00:55.569201816Z,01J0GBA3AJ32QHQ8R4Q6AEWRQC,2024-06-16T11:00:54.752166378Z
01J0GBA3B0EX9X0498Y666Q6BX,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:00:54.753910291Z,3000,2024-06-16T11:00:54.753910291Z,true,2024-06-16T11:01:03.373266707Z,01J0GB96Y0DRVHTR80GMKNWZSJ,2024-06-16T11:00:54.753910291Z,1,2024-06-16T11:00:54.753910291Z,true,2024-06-16T11:00:56.95609807Z,pickCharacterTraits,2024-06-16T11:00:54.753910291Z,01J0GBA3A08F5XDXEYA71F5R73,2024-06-16T11:00:54.753910291Z,true,2024-06-16T11:00:56.944220602Z,true,2024-06-16T11:00:56.9652198Z,01J0GBA3AQWY3D2CFBM9KK8HS8,2024-06-16T11:00:54.753910291Z
01J0GBDF414KN6M1NDNRRF2RJB,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:02:45.121191206Z,3000,2024-06-16T11:02:45.121191206Z,true,2024-06-16T11:03:12.860737976Z,01J0GB96Y3KJMXZEK2KTB077C4,2024-06-16T11:02:45.121191206Z,3,2024-06-16T11:02:45.121191206Z,true,2024-06-16T11:03:07.811696993Z,swipeProfile_4,2024-06-16T11:02:45.121191206Z,01J0GBDF118DRTYQZCSGFZK36G,2024-06-16T11:02:45.121191206Z,true,2024-06-16T11:03:07.801363273Z,true,2024-06-16T11:03:07.83538026Z,01J0GBDF2JSWGETA7TVVC5A802,2024-06-16T11:02:45.121191206Z
01J0GBA3DN42MR6N7N7Z645H7N,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:00:54.837766621Z,3000,2024-06-16T11:00:54.837766621Z,true,2024-06-16T11:01:42.290022373Z,01J0GB96Y0DRVHTR80GMKNWZSJ,2024-06-16T11:00:54.837766621Z,12,2024-06-16T11:00:54.837766621Z,true,2024-06-16T11:01:40.55125572Z,swipeProfile_13,2024-06-16T11:00:54.837766621Z,01J0GBA3A1Q1A58VNC7QP16FGQ,2024-06-16T11:00:54.837766621Z,true,2024-06-16T11:01:40.536024323Z,true,2024-06-16T11:01:40.578424379Z,01J0GBA3D24XZVXF7FFGA2P8BD,2024-06-16T11:00:54.837766621Z
01J0GBDF1SK5X6VZKV3NZ8B78M,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:02:45.049040413Z,3000,2024-06-16T11:02:45.049040413Z,true,2024-06-16T11:02:52.708842596Z,01J0GB96Y3KJMXZEK2KTB077C4,2024-06-16T11:02:45.049040413Z,1,2024-06-16T11:02:45.049040413Z,true,2024-06-16T11:02:46.933113265Z,pickCharacterTraits,2024-06-16T11:02:45.049040413Z,01J0GBDF0TN3HP6FD5KMWPK68M,2024-06-16T11:02:45.049040413Z,true,2024-06-16T11:02:46.9167755Z,true,2024-06-16T11:02:46.947187016Z,01J0GBDF1FFM5C0KKN4B69739N,2024-06-16T11:02:45.049040413Z
01J0GBDF1SK5X6VZKV488NC7G1,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:02:45.049288551Z,3000,2024-06-16T11:02:45.049288551Z,true,2024-06-16T11:03:02.790189615Z,01J0GB96Y3KJMXZEK2KTB077C4,2024-06-16T11:02:45.049288551Z,2,2024-06-16T11:02:45.049288551Z,true,2024-06-16T11:02:52.743995949Z,chooseCharacter,2024-06-16T11:02:45.049288551Z,01J0GBDF0TN3HP6FD5KMWPK68M,2024-06-16T11:02:45.049288551Z,true,2024-06-16T11:02:52.725105967Z,true,2024-06-16T11:02:52.775819438Z,01J0GBDF1KNQC1P212J8VG2T1Q,2024-06-16T11:02:45.049288551Z
01J0GBDF414KN6M1NDPGP11D9W,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:02:45.121350812Z,3000,2024-06-16T11:02:45.121350812Z,true,2024-06-16T11:03:14.321762423Z,01J0GB96Y3KJMXZEK2KTB077C4,2024-06-16T11:02:45.121350812Z,4,2024-06-16T11:02:45.121350812Z,true,2024-06-16T11:03:12.902158289Z,swipeProfile_5,2024-06-16T11:02:45.121350812Z,01J0GBDF118DRTYQZCSGFZK36G,2024-06-16T11:02:45.121350812Z,true,2024-06-16T11:03:12.882705866Z,true,2024-06-16T11:03:12.93263529Z,01J0GBDF2MYHYWTVBJY22GS40K,2024-06-16T11:02:45.121350812Z
01J0GBDF414KN6M1NDRKCQEMFS,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:02:45.121848519Z,3000,2024-06-16T11:02:45.121848519Z,true,2024-06-16T11:03:18.876041881Z,01J0GB96Y3KJMXZEK2KTB077C4,2024-06-16T11:02:45.121848519Z,7,2024-06-16T11:02:45.121848519Z,true,2024-06-16T11:03:17.381082179Z,swipeProfile_8,2024-06-16T11:02:45.121848519Z,01J0GBDF118DRTYQZCSGFZK36G,2024-06-16T11:02:45.121848519Z,true,2024-06-16T11:03:17.370449103Z,true,2024-06-16T11:03:17.400389894Z,01J0GBDF2ZRGFSK2AY0GPFN02C,2024-06-16T11:02:45.121848519Z
01J0GBDF421TVXTF5E52HTTR0K,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:02:45.122331488Z,3000,2024-06-16T11:02:45.122331488Z,true,2024-06-16T11:03:27.020560478Z,01J0GB96Y3KJMXZEK2KTB077C4,2024-06-16T11:02:45.122331488Z,10,2024-06-16T11:02:45.122331488Z,true,2024-06-16T11:03:21.552241826Z,swipeProfile_11,2024-06-16T11:02:45.122331488Z,01J0GBDF118DRTYQZCSGFZK36G,2024-06-16T11:02:45.122331488Z,true,2024-06-16T11:03:21.540314722Z,true,2024-06-16T11:03:21.568925315Z,01J0GBDF3B3PAF8CH1D5V5YDV5,2024-06-16T11:02:45.122331488Z
01J0GBDF4P1C87PTPVZG7MWWX8,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:02:45.142083336Z,3000,2024-06-16T11:02:45.142083336Z,true,2024-06-16T11:03:29.976855273Z,01J0GB96Y3KJMXZEK2KTB077C4,2024-06-16T11:02:45.142083336Z,12,2024-06-16T11:02:45.142083336Z,true,2024-06-16T11:03:28.531229344Z,swipeProfile_13,2024-06-16T11:02:45.142083336Z,01J0GBDF118DRTYQZCSGFZK36G,2024-06-16T11:02:45.142083336Z,true,2024-06-16T11:03:28.518531739Z,true,2024-06-16T11:03:28.550736142Z,01J0GBDF3J500WB099K90CM9T3,2024-06-16T11:02:45.142083336Z
01J0GBDF4P1C87PTPW11HM8M8Y,01J0GB96WZJ7WQ993C4EFXG7JC,2024-06-16T11:02:45.142607685Z,3000,2024-06-16T11:02:45.142607685Z,true,2024-06-16T11:03:35.9819376Z,01J0GB96Y3KJMXZEK2KTB077C4,2024-06-16T11:02:45.142607685Z,14,2024-06-16T11:02:45.142607685Z,true,2024-06-16T11:03:34.365679107Z,swipeProfile_15,2024-06-16T11:02:45.142607685Z,01J0GBDF118DRTYQZCSGFZK36G,2024-06-16T11:02:45.142607685Z,true,2024-06-16T11:03:34.347436309Z,true,2024-06-16T11:03:34.385771661Z,01J0GBDF3T8WZHYFMKP7WZ8ZYN,2024-06-16T11:02:45.142607685Z
